
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,22-299,CIN,,SDG,L 9-10,,2,8,25.00,1,0,0,39.6,0.13,0.13,2,17,8.50,0
2,1987,4,1987-10-11,22-306,CIN,@,SEA,W 17-10,*,6,11,54.55,97,0,0,84.3,8.82,8.82,11,33,3.00,0
3,1987,5,1987-10-18,22-313,CIN,,CLE,L 0-34,*,2,2,100.00,15,0,0,97.9,7.50,7.50,3,20,6.67,0
,,,3 Games,,,,,1-2-0,,10,21,47.62,113,0,0,64.2,5.38,5.38,16,70,4.38,0
