
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1973,3,1973-09-30,22-156,CHI,@,DEN,W 33-14,,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,0,0
2,1973,5,1973-10-14,22-170,CHI,@,ATL,L 6-46,,5,12,41.67,26,0,0,49.3,2.17,2.17,0,0,,0,0,0
3,1973,7,1973-10-28,22-184,CHI,,HOU,W 35-14,,3,5,60.00,43,1,0,127.5,8.60,12.60,0,0,,0,0,0
4,1973,10,1973-11-18,22-205,CHI,,DET,L 7-30,,12,27,44.44,134,0,4,20.2,4.96,-1.70,2,8,4.00,0,0,0
5,1973,11,1973-11-25,22-212,CHI,@,MIN,L 13-31,,6,8,75.00,65,1,0,138.0,8.13,10.63,0,0,,0,0,0
6,1973,12,1973-12-02,22-219,CHI,,RAM,L 0-26,*,9,19,47.37,79,0,0,58.9,4.16,4.16,4,12,3.00,0,0,0
7,1973,13,1973-12-09,22-226,CHI,@,DET,L 7-40,,9,27,33.33,68,1,2,23.8,2.52,-0.07,1,-7,-7.00,0,0,0
8,1973,14,1973-12-16,22-233,CHI,,GNB,L 0-21,*,10,27,37.04,110,0,1,34.5,4.07,2.41,4,9,2.25,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
9,1974,1,1974-09-15,23-141,CHI,,DET,W 17-9,*,10,19,52.63,183,1,2,64.0,9.63,5.95,3,0,0.00,0,0,0
10,1974,2,1974-09-22,23-148,CHI,,NYJ,L 21-23,*,18,37,48.65,267,2,0,90.7,7.22,8.30,2,13,6.50,0,0,0
