
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1963,6,1963-10-18,23-076,DEN,@,BOS,L 21-40,,12,27,44.44,174,1,1,62.9,6.44,5.52,0,0,,0
2,1963,7,1963-10-26,23-084,DEN,@,NYJ,T 35-35,,5,11,45.45,37,0,0,54.0,3.36,3.36,0,0,,0
3,1963,8,1963-11-03,23-092,DEN,,BUF,L 28-30,,10,23,43.48,239,4,0,121.2,10.39,13.87,3,19,6.33,0
4,1963,9,1963-11-09,23-098,DEN,@,BUF,L 17-27,*,9,17,52.94,62,0,1,36.9,3.65,1.00,0,0,,0
5,1963,11,1963-11-28,23-117,DEN,,OAK,L 10-26,,14,22,63.64,180,1,1,85.4,8.18,7.05,2,2,1.00,0
6,1963,13,1963-12-15,23-134,DEN,@,OAK,L 31-35,,4,7,57.14,51,0,1,40.5,7.29,0.86,2,12,6.00,0
7,1963,14,1963-12-22,23-141,DEN,@,SDG,L 20-58,*,16,31,51.61,192,1,2,54.8,6.19,3.94,4,17,4.25,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
8,1965,3,1965-09-26,25-054,SDG,,KAN,T 10-10,,0,3,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
9,1965,5,1965-10-10,25-068,SDG,@,BUF,W 34-3,,1,1,100.00,7,0,0,95.8,7.00,7.00,0,0,,0
10,1965,7,1965-10-23,25-081,SDG,@,NYJ,W 34-9,,2,2,100.00,56,1,0,158.3,28.00,38.00,0,0,,0
11,1965,8,1965-10-31,25-089,SDG,,BOS,L 6-22,,6,13,46.15,109,0,1,43.4,8.38,4.92,0,0,,0
12,1965,10,1965-11-14,25-103,SDG,@,KAN,L 7-31,,8,17,47.06,118,0,2,30.6,6.94,1.65,0,0,,0
13,1965,12,1965-12-04,25-123,SDG,,NYJ,W 38-7,,1,1,100.00,15,0,0,118.7,15.00,15.00,0,0,,0
14,1965,14,1965-12-19,25-138,SDG,,OAK,W 24-14,,4,6,66.67,99,1,1,109.7,16.50,12.33,1,-1,-1.00,0
,,,14 Games,,,,,4-8-2,,92,181,50.83,1339,9,10,68.8,7.40,5.91,12,49,4.08,0
