
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1999,7,1999-10-31,23-121,ARI,,NWE,L 3-27,,1,6,16.67,4,0,0,39.6,0.67,0.67,0,0,,0
2,1999,8,1999-11-07,23-128,ARI,@,NYJ,L 7-12,,,,,,,,,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
3,2000,12,2000-11-26,24-147,ARI,,NYG,L 7-31,,2,3,66.67,19,0,0,84.0,6.33,6.33,0,0,,0
4,2000,14,2000-12-10,24-161,ARI,@,JAX,L 10-44,,4,7,57.14,46,1,0,116.7,6.57,9.43,1,1,1.00,0
5,2000,15,2000-12-17,24-168,ARI,,BAL,L 7-13,,,,,,,,,,,,,,
,,,5 Games,,,,,0-5-0,,7,16,43.75,69,1,0,77.3,4.31,5.56,1,1,1.00,0
