
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1986,1,1986-09-07,26-205,BUF,,NYJ,L 24-28,*,20,33,60.61,292,3,0,119.8,8.85,10.67,3,8,2.67,0,,0,0,,0,0,0
2,1986,2,1986-09-14,26-212,BUF,@,CIN,L 33-36,*,13,22,59.09,228,1,2,71.8,10.36,7.18,2,0,0.00,0,,0,0,,0,0,0
3,1986,3,1986-09-21,26-219,BUF,,STL,W 17-10,*,6,10,60.00,105,0,0,95.8,10.50,10.50,3,-5,-1.67,0,,0,0,,0,0,0
4,1986,4,1986-09-28,26-226,BUF,,KAN,L 17-20,*,24,38,63.16,291,1,3,62.5,7.66,4.63,0,0,,0,,0,0,,0,0,0
5,1986,5,1986-10-05,26-233,BUF,@,NYJ,L 13-14,*,18,35,51.43,211,1,1,67.7,6.03,5.31,3,30,10.00,0,,0,0,,0,0,0
6,1986,6,1986-10-12,26-240,BUF,@,MIA,L 14-27,*,20,28,71.43,218,1,2,76.2,7.79,5.29,3,13,4.33,0,,0,0,,0,0,0
7,1986,7,1986-10-19,26-247,BUF,,IND,W 24-13,*,20,31,64.52,252,2,2,84.3,8.13,6.52,2,2,1.00,0,,0,0,,0,0,0
8,1986,8,1986-10-26,26-254,BUF,,NWE,L 3-23,*,13,26,50.00,166,0,2,38.3,6.38,2.92,4,29,7.25,0,,0,0,,0,0,0
9,1986,9,1986-11-02,26-261,BUF,@,TAM,L 28-34,*,29,39,74.36,342,3,0,126.2,8.77,10.31,5,42,8.40,0,,0,0,,0,0,0
10,1986,10,1986-11-09,26-268,BUF,,PIT,W 16-12,*,11,22,50.00,95,1,0,76.9,4.32,5.23,2,7,3.50,0,,0,0,,0,0,0
11,1986,11,1986-11-16,26-275,BUF,,MIA,L 24-34,*,17,33,51.52,189,2,0,89.1,5.73,6.94,2,25,12.50,0,,0,0,,0,0,0
12,1986,12,1986-11-23,26-282,BUF,@,NWE,L 19-22,*,22,32,68.75,250,1,2,76.3,7.81,5.63,1,8,8.00,0,,0,0,,0,0,0
13,1986,13,1986-11-30,26-289,BUF,@,KAN,W 17-14,*,17,34,50.00,190,2,1,74.4,5.59,5.44,1,-2,-2.00,0,,0,0,,0,0,0
14,1986,14,1986-12-07,26-296,BUF,,CLE,L 17-21,*,20,39,51.28,315,2,0,95.6,8.08,9.10,6,23,3.83,0,,0,0,,0,0,0
15,1986,15,1986-12-14,26-303,BUF,@,IND,L 14-24,*,11,19,57.89,188,1,1,87.2,9.89,8.58,1,5,5.00,0,,0,0,,0,0,0
16,1986,16,1986-12-21,26-310,BUF,@,HOU,L 7-16,*,24,39,61.54,261,1,1,79.1,6.69,6.05,3,14,4.67,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
17,1987,1,1987-09-13,27-211,BUF,,NYJ,L 28-31,*,25,42,59.52,305,3,1,95.8,7.26,7.62,0,0,,0,,0,0,,0,0,0
18,1987,2,1987-09-20,27-218,BUF,,HOU,W 34-30,*,26,43,60.47,293,3,2,84.7,6.81,6.12,3,10,3.33,0,,0,0,,0,0,0
19,1987,6,1987-10-25,27-253,BUF,@,MIA,W 34-31,*,29,39,74.36,359,2,0,119.5,9.21,10.23,4,21,5.25,0,,0,0,,0,0,0
20,1987,7,1987-11-01,27-260,BUF,,WAS,L 7-27,*,25,43,58.14,292,1,3,57.5,6.79,4.12,2,3,1.50,0,,0,0,,0,0,0
21,1987,8,1987-11-08,27-267,BUF,,DEN,W 21-14,*,14,23,60.87,135,1,1,73.6,5.87,4.78,6,17,2.83,0,,1,35,35.00,0,0,0
22,1987,9,1987-11-15,27-274,BUF,@,CLE,L 21-27,*,22,35,62.86,222,2,0,99.9,6.34,7.49,4,42,10.50,0,,0,0,,0,0,0
23,1987,10,1987-11-22,27-281,BUF,@,NYJ,W 17-14,*,21,33,63.64,214,1,1,79.6,6.48,5.73,1,3,3.00,0,,0,0,,0,0,0
24,1987,11,1987-11-29,27-288,BUF,,MIA,W 27-0,*,15,21,71.43,217,2,0,136.4,10.33,12.24,2,11,5.50,0,,0,0,,0,0,0
25,1987,12,1987-12-06,27-295,BUF,@,RAI,L 21-34,*,22,36,61.11,315,1,0,98.7,8.75,9.31,3,1,0.33,0,,0,0,,0,0,0
26,1987,13,1987-12-13,27-302,BUF,@,IND,W 27-3,*,18,34,52.94,167,2,0,86.3,4.91,6.09,2,6,3.00,0,,0,0,,0,0,0
27,1987,14,1987-12-20,27-309,BUF,,NWE,L 7-13,*,13,31,41.94,125,0,1,40.4,4.03,2.58,2,19,9.50,0,,0,0,,0,0,0
28,1987,15,1987-12-27,27-316,BUF,@,PHI,L 7-17,*,20,39,51.28,154,1,2,48.5,3.95,2.15,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
29,1988,1,1988-09-04,28-203,BUF,,MIN,W 13-10,*,17,31,54.84,204,0,1,61.8,6.58,5.13,5,21,4.20,0,,0,0,,0,0,0
30,1988,2,1988-09-11,28-210,BUF,,MIA,W 9-6,*,15,24,62.50,231,0,1,76.9,9.63,7.75,4,16,4.00,0,,0,0,,0,0,0
31,1988,3,1988-09-18,28-217,BUF,@,NWE,W 16-14,*,21,33,63.64,170,1,2,61.4,5.15,3.03,4,18,4.50,0,,0,0,,0,0,0
32,1988,4,1988-09-25,28-224,BUF,,PIT,W 36-28,*,20,32,62.50,288,1,1,89.1,9.00,8.22,2,-1,-0.50,0,,0,0,,0,0,0
33,1988,5,1988-10-02,28-231,BUF,@,CHI,L 3-24,*,20,37,54.05,273,0,1,66.6,7.38,6.16,2,4,2.00,0,,0,0,,0,0,0
34,1988,6,1988-10-09,28-238,BUF,,IND,W 34-23,*,21,39,53.85,315,3,1,95.6,8.08,8.46,4,14,3.50,0,,0,0,,0,0,0
35,1988,7,1988-10-17,28-246,BUF,@,NYJ,W 37-14,*,16,27,59.26,302,3,1,119.7,11.19,11.74,1,6,6.00,0,,0,0,,0,0,0
36,1988,8,1988-10-23,28-252,BUF,,NWE,W 23-20,*,12,18,66.67,165,1,1,91.2,9.17,7.78,3,27,9.00,0,,0,0,,0,0,0
37,1988,9,1988-10-30,28-259,BUF,,GNB,W 28-0,*,10,14,71.43,80,1,2,69.6,5.71,0.71,1,1,1.00,0,,0,0,,0,0,0
