
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1997,2,1997-09-07,24-353,SFO,@,STL,W 15-12,*,10,28,35.71,102,1,3,19.3,3.64,-0.46,6,-3,-0.50,0
2,1997,3,1997-09-14,24-360,SFO,,NOR,W 33-7,,4,6,66.67,41,0,0,86.1,6.83,6.83,1,-1,-1.00,0
3,1997,4,1997-09-21,25-002,SFO,,ATL,W 34-7,,2,7,28.57,32,0,0,46.1,4.57,4.57,2,-3,-1.50,0
4,1997,16,1997-12-21,25-093,SFO,@,SEA,L 9-38,,5,11,45.45,64,0,1,26.3,5.82,1.73,1,1,1.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
5,1998,5,1998-10-11,26-022,SFO,@,NOR,W 31-0,,0,0,,0,0,0,,,,3,-4,-1.33,0
,,,5 Games,,,,,4-1-0,,21,52,40.38,239,1,4,29.2,4.60,1.52,13,-10,-0.77,0
