
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1977,11,1977-11-27,24-348,CLE,,RAM,L 0-9,,3,8,37.50,23,0,1,6.2,2.88,-2.75,0,0,,0,,0,0,,0,0,0
2,1977,13,1977-12-11,24-362,CLE,,HOU,L 15-19,,16,27,59.26,188,1,2,62.0,6.96,4.37,2,-3,-1.50,0,,0,0,,0,0,0
3,1977,14,1977-12-18,25-004,CLE,@,SEA,L 19-20,*,6,15,40.00,105,0,4,25.0,7.00,-5.00,1,1,1.00,0,,1,4,4.00,1,1,6
,,,3 Games,,,,,0-3-0,,25,50,50.00,316,1,7,37.2,6.32,0.42,3,-2,-0.67,0,,1,4,4.00,1,1,6
