
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1960,1,1960-09-23,24-073,RAM,,STL,L 21-43,,6,15,40.00,103,1,0,86.2,6.87,8.20,0,0,,0,,0,0,,0,0,0
2,1960,2,1960-10-02,24-082,RAM,@,SFO,L 9-13,,3,6,50.00,13,0,1,16.7,2.17,-5.33,1,3,3.00,0,,0,0,,0,0,0
3,1960,4,1960-10-16,24-096,RAM,@,BAL,L 17-31,,5,12,41.67,91,0,1,33.7,7.58,3.83,3,23,7.67,0,,0,0,,0,0,0
4,1960,5,1960-10-23,24-103,RAM,,CHI,T 24-24,*,12,24,50.00,100,1,1,57.6,4.17,3.13,2,10,5.00,0,,0,0,,0,0,0
5,1960,6,1960-10-30,24-110,RAM,,DET,W 48-35,*,9,20,45.00,144,3,1,88.3,7.20,7.95,1,0,0.00,0,,0,32,,1,1,6
6,1960,7,1960-11-06,24-117,RAM,@,DAL,W 38-13,*,8,16,50.00,164,2,1,100.0,10.25,9.94,1,2,2.00,0,,0,0,,0,0,0
7,1960,8,1960-11-13,24-124,RAM,@,DET,L 10-12,*,6,14,42.86,41,0,1,20.5,2.93,-0.29,5,28,5.60,0,,0,0,,0,0,0
8,1960,9,1960-11-20,24-131,RAM,@,GNB,W 33-31,,1,3,33.33,15,0,0,50.7,5.00,5.00,2,13,6.50,0,,0,0,,0,0,0
9,1960,10,1960-12-04,24-145,RAM,,SFO,L 7-23,,8,12,66.67,101,0,2,53.1,8.42,0.92,3,2,0.67,1,,0,0,,0,1,6
10,1960,11,1960-12-11,24-152,RAM,,BAL,W 10-3,*,4,6,66.67,44,0,1,48.6,7.33,-0.17,1,4,4.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
11,1961,1,1961-09-17,25-067,RAM,@,BAL,L 24-27,,1,4,25.00,-6,0,1,0.0,-1.50,-12.75,5,22,4.40,0,,0,0,,0,0,0
12,1961,2,1961-09-23,25-073,RAM,,CHI,L 17-21,,0,0,,0,0,0,,,,1,2,2.00,0,,0,0,,0,0,0
13,1961,3,1961-10-01,25-081,RAM,,PIT,W 24-14,,11,18,61.11,218,2,0,140.5,12.11,14.33,3,32,10.67,0,,0,0,,0,0,0
14,1961,4,1961-10-08,25-088,RAM,@,SFO,L 0-35,,6,9,66.67,51,0,0,81.2,5.67,5.67,3,11,3.67,0,,0,0,,0,0,0
15,1961,5,1961-10-15,25-095,RAM,@,DET,L 13-14,,7,13,53.85,163,1,1,92.6,12.54,10.62,4,1,0.25,0,,0,0,,0,0,0
16,1961,6,1961-10-22,25-102,RAM,@,NYG,L 14-24,,9,19,47.37,157,1,2,53.9,8.26,4.58,5,9,1.80,0,,0,0,,0,0,0
17,1961,7,1961-10-29,25-109,RAM,,DET,L 10-28,*,14,25,56.00,172,0,1,60.7,6.88,5.08,4,7,1.75,0,,0,0,,0,0,0
18,1961,8,1961-11-05,25-116,RAM,,MIN,W 31-17,*,6,16,37.50,59,0,1,22.7,3.69,0.88,6,34,5.67,0,,0,0,,0,0,0
19,1961,9,1961-11-12,25-123,RAM,,SFO,W 17-7,*,5,14,35.71,112,0,0,65.2,8.00,8.00,3,6,2.00,0,,0,0,,0,0,0
20,1961,10,1961-11-19,25-130,RAM,@,GNB,L 17-35,,11,16,68.75,167,1,0,123.7,10.44,11.69,3,13,4.33,0,,0,0,,0,0,0
21,1961,11,1961-11-26,25-137,RAM,@,CHI,L 24-28,,1,3,33.33,10,0,1,4.2,3.33,-11.67,1,2,2.00,0,,0,0,,0,0,0
22,1961,12,1961-12-03,25-144,RAM,@,MIN,L 21-42,,1,4,25.00,12,0,0,39.6,3.00,3.00,0,0,,0,,0,0,,0,0,0
23,1961,14,1961-12-17,25-158,RAM,,GNB,L 17-24,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
24,1962,3,1962-09-30,26-080,CLE,@,PHI,L 7-35,,4,5,80.00,58,0,0,115.0,11.60,11.60,2,16,8.00,0,,0,0,,0,0,0
25,1962,6,1962-10-21,26-101,CLE,@,STL,W 34-7,,1,2,50.00,42,0,0,95.8,21.00,21.00,1,23,23.00,0,,0,0,,0,0,0
26,1962,7,1962-10-28,26-108,CLE,@,PIT,W 41-14,,11,18,61.11,144,2,2,83.8,8.00,5.22,3,9,3.00,0,,0,0,,0,0,0
27,1962,8,1962-11-04,26-115,CLE,,PHI,T 14-14,*,10,23,43.48,119,0,2,23.6,5.17,1.26,9,80,8.89,1,,0,0,,0,1,6
28,1962,9,1962-11-11,26-122,CLE,@,WAS,L 9-17,*,11,18,61.11,118,1,2,59.3,6.56,2.67,6,48,8.00,0,,0,0,,0,0,0
29,1962,10,1962-11-18,26-129,CLE,,STL,W 38-14,*,13,21,61.90,241,1,0,117.4,11.48,12.43,10,0,0.00,0,,0,0,,0,0,0
30,1962,11,1962-11-25,26-136,CLE,,PIT,W 35-14,*,21,33,63.64,284,3,0,121.3,8.61,10.42,3,0,0.00,0,,0,0,,0,0,0
31,1962,12,1962-12-02,26-143,CLE,@,DAL,L 21-45,*,19,31,61.29,268,3,1,108.0,8.65,9.13,1,16,16.00,0,,0,0,,0,0,0
32,1962,13,1962-12-09,26-150,CLE,@,NYG,L 13-17,*,17,33,51.52,185,0,0,68.4,5.61,5.61,5,22,4.40,0,,0,0,,0,0,0
33,1962,14,1962-12-15,26-156,CLE,@,SFO,W 13-10,*,5,10,50.00,82,0,0,77.9,8.20,8.20,2,28,14.00,0,,0,0,,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
34,1963,1,1963-09-15,27-065,CLE,,WAS,W 37-14,*,21,31,67.74,334,2,2,98.1,10.77,9.16,4,8,2.00,0,,0,0,,0,0,0
35,1963,2,1963-09-22,27-072,CLE,@,DAL,W 41-24,*,11,18,61.11,188,2,2,94.0,10.44,7.67,3,17,5.67,1,,0,0,,0,1,6
