
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1977,1,1977-09-18,22-265,TAM,@,PHI,L 3-13,*,10,25,40.00,66,0,0,47.9,2.64,2.64,2,10,5.00,0
2,1977,2,1977-09-24,22-271,TAM,,MIN,L 3-9,*,4,14,28.57,51,0,3,2.7,3.64,-6.00,6,25,4.17,0
3,1977,4,1977-10-09,22-286,TAM,,WAS,L 0-10,*,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
4,1977,6,1977-10-23,22-300,TAM,,GNB,L 0-13,,3,13,23.08,31,0,2,0.0,2.38,-4.54,0,0,,0
5,1977,10,1977-11-20,22-328,TAM,@,DET,L 7-16,,3,9,33.33,43,0,2,10.2,4.78,-5.22,1,0,0.00,0
6,1977,11,1977-11-27,22-335,TAM,,ATL,L 0-17,,1,12,8.33,17,0,1,4.9,1.42,-2.33,0,0,,0
7,1977,12,1977-12-04,22-342,TAM,,CHI,L 0-10,*,4,15,26.67,36,0,2,0.0,2.40,-3.60,0,0,,0
,,,7 Games,,,,,0-7-0,,25,90,27.78,244,0,10,0.0,2.71,-2.29,9,35,3.89,0
