
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1960,5,1960-10-30,23-308,NYG,,STL,L 13-20,,2,6,33.33,17,0,0,42.4,2.83,2.83,2,7,3.50,0
2,1960,9,1960-11-27,23-336,NYG,@,PHI,L 23-31,,2,2,100.00,26,0,0,118.7,13.00,13.00,0,0,,0
3,1960,10,1960-12-04,23-343,NYG,,DAL,T 31-31,,5,11,45.45,75,1,0,98.7,6.82,8.64,0,0,,0
4,1960,12,1960-12-18,23-357,NYG,,CLE,L 34-48,,2,6,33.33,26,0,1,8.3,4.33,-3.17,1,-6,-6.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
5,1961,1,1961-09-17,24-264,NYG,,STL,L 10-21,,3,11,27.27,43,0,0,43.4,3.91,3.91,2,10,5.00,0
6,1961,8,1961-11-05,24-313,NYG,,WAS,W 53-0,,2,9,22.22,44,1,2,44.9,4.89,-2.89,0,0,,0
7,1961,10,1961-11-19,24-327,NYG,,PIT,W 42-21,,0,2,0.00,0,0,1,0.0,0.00,-22.50,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
8,1962,1,1962-09-09,25-256,NYT,@,OAK,W 28-17,,5,8,62.50,186,3,1,106.2,23.25,25.13,1,18,18.00,0
9,1962,2,1962-09-16,25-263,NYT,@,SDG,L 14-40,*,20,41,48.78,216,2,3,50.5,5.27,2.95,4,31,7.75,0
10,1962,3,1962-09-22,25-269,NYT,@,BUF,W 17-6,*,17,26,65.38,169,1,1,80.4,6.50,5.54,1,12,12.00,0
11,1962,4,1962-09-30,25-277,NYT,,DEN,L 10-32,*,0,1,0.00,0,0,0,39.6,0.00,0.00,1,3,3.00,0
12,1962,5,1962-10-06,25-283,NYT,,BOS,L 14-43,,8,18,44.44,205,2,2,84.0,11.39,8.61,0,0,,0
13,1962,6,1962-10-14,25-291,NYT,@,HOU,L 17-56,*,3,8,37.50,48,0,0,58.3,6.00,6.00,1,-2,-2.00,0
14,1962,13,1962-12-08,25-346,NYT,,BUF,L 3-20,,0,4,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
15,1962,14,1962-12-15,25-353,NYT,,HOU,L 10-44,,4,20,20.00,31,0,1,18.7,1.55,-0.70,0,0,,0
,,,15 Games,,,,,4-10-1,,73,173,42.20,1086,10,12,53.8,6.28,4.31,13,73,5.62,0
