
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2006,4,2006-10-08,25-236,NYG,,WAS,W 19-3,,0,0,,0,0,0,,,,0,0,,0
2,2006,16,2006-12-30,25-319,NYG,@,WAS,W 34-28,,0,0,,0,0,0,,,,1,2,2.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
3,2007,1,2007-09-09,26-207,NYG,@,DAL,L 35-45,,1,3,33.33,7,0,0,42.4,2.33,2.33,1,2,2.00,0
4,2007,2,2007-09-16,26-214,NYG,,GNB,L 13-35,,3,5,60.00,21,0,0,69.6,4.20,4.20,0,0,,0
5,2007,8,2007-10-28,26-256,NYG,@,MIA,W 13-10,,0,0,,0,0,0,,,,0,0,,0
,,,5 Games,,,,,3-2-0,,4,8,50.00,28,0,0,58.3,3.50,3.50,2,4,2.00,0
