
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1974,2,1974-09-22,25-164,OAK,,KAN,W 27-7,,1,1,100.00,17,0,0,118.7,17.00,17.00,0,0,,0
2,1974,4,1974-10-06,25-178,OAK,@,CLE,W 40-24,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0
3,1974,9,1974-11-10,25-213,OAK,,DET,W 35-13,,0,3,0.00,0,0,0,39.6,0.00,0.00,1,19,19.00,0
4,1974,12,1974-12-01,25-234,OAK,,NWE,W 41-26,,0,0,,0,0,0,,,,1,2,2.00,0
5,1974,13,1974-12-08,25-241,OAK,@,KAN,W 7-6,*,1,2,50.00,4,0,0,56.2,2.00,2.00,1,6,6.00,0
6,1974,14,1974-12-14,25-247,OAK,,DAL,W 27-23,,2,4,50.00,8,0,1,16.7,2.00,-9.25,1,12,12.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
7,1975,3,1975-10-05,26-177,OAK,@,SDG,W 6-0,*,5,15,33.33,50,0,1,16.0,3.33,0.33,2,-3,-1.50,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
8,1976,2,1976-09-19,27-161,TAM,,SDG,L 0-23,,0,5,0.00,0,0,2,0.0,0.00,-18.00,0,0,,0
,,,8 Games,,,,,7-1-0,,9,31,29.03,79,0,4,0.0,2.55,-3.26,6,36,6.00,0
