
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2011,13,2011-12-11,24-004,NOR,@,TEN,W 22-17,,,,,
2,2011,16,2012-01-01,24-025,NOR,,CAR,W 45-17,1,1,4,4.00,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
3,2012,12,2012-11-29,24-358,NOR,@,ATL,L 13-23,1,1,-3,-3.00,0
4,2012,15,2012-12-23,25-016,NOR,@,DAL,W 34-31,0,,,,
,,,4 Games,,,,,3-1-0,2,2,1,0.50,0
