
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2013,2,2013-09-15,23-133,IND,,MIA,L 20-24,,,,,,,,,,,,,,
2,2013,3,2013-09-22,23-140,IND,@,SFO,W 27-7,,,,,,,,,,,,,,
3,2013,4,2013-09-29,23-147,IND,@,JAX,W 37-3,,,,,,,,,,,,,,
4,2013,5,2013-10-06,23-154,IND,,SEA,W 34-28,,,,,,,,,,,,,,
5,2013,6,2013-10-14,23-162,IND,@,SDG,L 9-19,,,,,,,,,,,,,,
6,2013,7,2013-10-20,23-168,IND,,DEN,W 39-33,2,1,7,7.00,0,0,0,,0,0,0,0.0,0,0
7,2013,8,2013-11-03,23-182,IND,@,HOU,W 27-24,,,,,,,,,,,,,,
8,2013,9,2013-11-10,23-189,IND,,STL,L 8-38,,,,,,,,,,,,,,
9,2013,10,2013-11-14,23-193,IND,@,TEN,W 30-27,,,,,,,,,,,,,,
10,2013,11,2013-11-24,23-203,IND,@,ARI,L 11-40,,,,,,,,,,,,,,
11,2013,12,2013-12-01,23-210,IND,,TEN,W 22-14,0,,,,,,,,,,,,,
12,2013,13,2013-12-08,23-217,IND,@,CIN,L 28-42,1,1,8,8.00,0,0,0,,0,0,0,0.0,1,0
13,2013,14,2013-12-15,23-224,IND,,HOU,W 25-3,2,1,-4,-4.00,0,0,0,,0,0,0,0.0,1,0
14,2013,15,2013-12-22,23-231,IND,@,KAN,W 23-7,1,1,6,6.00,0,0,0,,0,0,0,0.0,0,0
15,2013,16,2013-12-29,23-238,IND,,JAX,W 30-10,1,1,2,2.00,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
16,2014,1,2014-09-07,24-125,IND,@,DEN,L 24-31,,,,,,,,,,,,,,
17,2014,2,2014-09-15,24-133,IND,,PHI,L 27-30,2,2,12,6.00,1,0,0,,0,1,6,0.0,0,0
18,2014,3,2014-09-21,24-139,IND,@,JAX,W 44-17,3,3,10,3.33,0,0,0,,0,0,0,0.0,0,0
19,2014,4,2014-09-28,24-146,IND,,TEN,W 41-17,1,1,7,7.00,0,0,0,,0,0,0,0.0,0,0
20,2014,5,2014-10-05,24-153,IND,,BAL,W 20-13,0,,,,,,,,,,,,,
21,2014,6,2014-10-09,24-157,IND,@,HOU,W 33-28,2,2,9,4.50,0,0,0,,0,0,0,0.0,0,0
22,2014,7,2014-10-19,24-167,IND,,CIN,W 27-0,1,1,20,20.00,0,0,0,,0,0,0,0.0,0,0
23,2014,8,2014-10-26,24-174,IND,@,PIT,L 34-51,,,,,,,,,,,,,,
24,2014,9,2014-11-03,24-182,IND,@,NYG,W 40-24,,,,,,,,,,,,,,
25,2014,10,2014-11-16,24-195,IND,,NWE,L 20-42,1,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2014,11,2014-11-23,24-202,IND,,JAX,W 23-3,3,2,8,4.00,0,0,0,,0,0,0,0.0,0,0
27,2014,12,2014-11-30,24-209,IND,,WAS,W 49-27,1,1,8,8.00,0,0,0,,0,0,0,0.0,0,1
28,2014,13,2014-12-07,24-216,IND,@,CLE,W 25-24,,,,,,,,,,,,,,
29,2014,14,2014-12-14,24-223,IND,,HOU,W 17-10,,,,,,,,,,,,,,
30,2014,15,2014-12-21,24-230,IND,@,DAL,L 7-42,3,2,23,11.50,0,0,0,,0,0,0,0.0,0,0
31,2014,16,2014-12-28,24-237,IND,@,TEN,W 27-10,5,4,21,5.25,1,0,0,,0,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
32,2015,1,2015-09-13,25-131,IND,@,BUF,L 14-27,0,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2015,2,2015-09-21,25-139,IND,,NYJ,L 7-20,0,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2015,3,2015-09-27,25-145,IND,@,TEN,W 35-33,3,3,32,10.67,0,0,0,,0,0,0,0.0,0,0
35,2015,4,2015-10-04,25-152,IND,,JAX,W 16-13,0,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2015,5,2015-10-08,25-156,IND,@,HOU,W 27-20,2,1,0,0.00,0,0,0,,0,0,0,0.0,0,0
37,2015,6,2015-10-18,25-166,IND,,NWE,L 27-34,2,2,7,3.50,0,0,0,,0,0,0,0.0,0,0
38,2015,7,2015-10-25,25-173,IND,,NOR,L 21-27,0,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2015,8,2015-11-02,25-181,IND,@,CAR,L 26-29,0,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2015,9,2015-11-08,25-187,IND,,DEN,W 27-24,2,2,18,9.00,1,1,10,10.00,0,1,6,0.0,0,0
41,2015,10,2015-11-22,25-201,IND,@,ATL,W 24-21,0,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2015,11,2015-11-29,25-208,IND,,TAM,W 25-12,1,1,5,5.00,0,0,0,,0,0,0,0.0,0,0
,,,42 Games,,,,,27-15-0,39,32,199,6.22,3,1,10,10.00,0,3,18,0.0,2,1
