
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,2012,4,2012-09-30,24-124,SFO,@,NYJ,W 34-0,,,,,,,
2,2012,5,2012-10-07,24-131,SFO,,BUF,W 45-3,1,1,4,4.00,0,0,0
3,2012,6,2012-10-14,24-138,SFO,,NYG,L 3-26,2,1,6,6.00,0,0,0
4,2012,7,2012-10-18,24-142,SFO,,SEA,W 13-6,,,,,,,
5,2012,8,2012-10-29,24-153,SFO,@,ARI,W 24-3,0,,,,,,
6,2012,9,2012-11-11,24-166,SFO,,STL,T 24-24,,,,,,,
7,2012,10,2012-11-19,24-174,SFO,,CHI,W 32-7,,,,,,,
8,2012,11,2012-11-25,24-180,SFO,@,NOR,W 31-21,,,,,,,
9,2012,12,2012-12-02,24-187,SFO,@,STL,L 13-16,,,,,,,
10,2012,13,2012-12-09,24-194,SFO,,MIA,W 27-13,,,,,,,
11,2012,14,2012-12-16,24-201,SFO,@,NWE,W 41-34,,,,,,,
12,2012,15,2012-12-23,24-208,SFO,@,SEA,L 13-42,3,2,41,20.50,0,0,0
13,2012,16,2012-12-30,24-215,SFO,,ARI,W 27-13,1,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts
14,2013,1,2013-09-08,25-102,SFO,,GNB,W 34-28,,,,,,,
15,2013,2,2013-09-15,25-109,SFO,@,SEA,L 3-29,,,,,,,
16,2013,3,2013-09-22,25-116,SFO,,IND,L 7-27,2,1,30,30.00,0,0,0
17,2013,4,2013-09-26,25-120,SFO,@,STL,W 35-11,0,,,,,,
18,2013,5,2013-10-06,25-130,SFO,,HOU,W 34-3,,,,,,,
19,2013,6,2013-10-13,25-137,SFO,,ARI,W 32-20,0,,,,,,
20,2013,7,2013-10-20,25-144,SFO,@,TEN,W 31-17,,,,,,,
21,2013,8,2013-10-27,25-151,SFO,@,JAX,W 42-10,,,,,,,
22,2013,9,2013-11-10,25-165,SFO,,CAR,L 9-10,,,,,,,
23,2013,14,2013-12-15,25-200,SFO,@,TAM,W 33-14,1,1,8,8.00,0,0,0
24,2013,15,2013-12-23,25-208,SFO,,ATL,W 34-24,,,,,,,
25,2013,16,2013-12-29,25-214,SFO,@,ARI,W 23-20,1,0,0,,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts
26,2014,12,2014-11-27,26-182,SFO,,SEA,L 3-19,,,,,,,
27,2014,13,2014-12-07,26-192,SFO,@,OAK,L 13-24,1,1,22,22.00,0,0,0
28,2014,14,2014-12-14,26-199,SFO,@,SEA,L 7-17,1,1,31,31.00,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts
29,2015,1,2015-09-14,27-108,SFO,,MIN,W 20-3,4,3,40,13.33,0,0,0
30,2015,2,2015-09-20,27-114,SFO,@,PIT,L 18-43,2,2,10,5.00,0,0,0
31,2015,3,2015-09-27,27-121,SFO,@,ARI,L 7-47,3,3,29,9.67,0,0,0
32,2015,4,2015-10-04,27-128,SFO,,GNB,L 3-17,5,3,26,8.67,0,0,0
33,2015,5,2015-10-11,27-135,SFO,@,NYG,L 27-30,5,3,26,8.67,1,1,6
34,2015,6,2015-10-18,27-142,SFO,,BAL,W 25-20,2,0,0,,0,0,0
35,2015,7,2015-10-22,27-146,SFO,,SEA,L 3-20,1,1,8,8.00,0,0,0
36,2015,8,2015-11-01,27-156,SFO,@,STL,L 6-27,1,0,0,,0,0,0
37,2015,9,2015-11-08,27-163,SFO,,ATL,W 17-16,2,2,12,6.00,2,2,12
38,2015,10,2015-11-22,27-177,SFO,@,SEA,L 13-29,3,2,35,17.50,0,0,0
39,2015,11,2015-11-29,27-184,SFO,,ARI,L 13-19,0,0,0,,0,0,0
,,,39 Games,,,,,21-17-1,41,27,328,12.15,3,3,18
