
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2009,16,2010-01-03,23-244,JAX,@,CLE,L 17-23,1,1,3,3.00,0,0,0,,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
2,2010,1,2010-09-12,24-131,JAX,,DEN,W 24-17,,,,,,,,,
3,2010,2,2010-09-19,24-138,JAX,@,SDG,L 13-38,,,,,,,,,
4,2010,4,2010-10-03,24-152,JAX,,IND,W 31-28,,,,,,,,,
5,2010,7,2010-10-24,24-173,JAX,@,KAN,L 20-42,2,1,10,10.00,0,0,0,,0
6,2010,8,2010-10-31,24-180,JAX,@,DAL,W 35-17,,,,,,,,,
7,2010,9,2010-11-14,24-194,JAX,,HOU,W 31-24,,,,,,,,,
8,2010,10,2010-11-21,24-201,JAX,,CLE,W 24-20,,,,,,,,,
9,2010,11,2010-11-28,24-208,JAX,@,NYG,L 20-24,1,,,,,,,,
10,2010,12,2010-12-05,24-215,JAX,@,TEN,W 17-6,1,,,,,,,,
11,2010,13,2010-12-12,24-222,JAX,,OAK,W 38-31,,,,,,,,,
12,2010,14,2010-12-19,24-229,JAX,@,IND,L 24-34,0,0,0,,0,1,15,15.00,0
13,2010,15,2010-12-26,24-236,JAX,,WAS,L 17-20,3,2,14,7.00,0,0,0,,0
14,2010,16,2011-01-02,24-243,JAX,@,HOU,L 17-34,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
15,2011,1,2011-09-11,25-130,JAX,,TEN,W 16-14,,,,,,,,,
16,2011,2,2011-09-18,25-137,JAX,@,NYJ,L 3-32,,,,,,,,,
17,2011,3,2011-09-25,25-144,JAX,@,CAR,L 10-16,,,,,,,,,
18,2011,4,2011-10-02,25-151,JAX,,NOR,L 10-23,,,,,,,,,
19,2011,5,2011-10-09,25-158,JAX,,CIN,L 20-30,,,,,,,,,
20,2011,6,2011-10-16,25-165,JAX,@,PIT,L 13-17,,,,,,,,,
21,2011,7,2011-10-24,25-173,JAX,,BAL,W 12-7,,,,,,,,,
22,2011,8,2011-10-30,25-179,JAX,@,HOU,L 14-24,0,0,0,,0,1,0,0.00,0
23,2011,9,2011-11-13,25-193,JAX,@,IND,W 17-3,2,1,4,4.00,0,0,0,,0
24,2011,10,2011-11-20,25-200,JAX,@,CLE,L 10-14,,,,,,,,,
25,2011,11,2011-11-27,25-207,JAX,,HOU,L 13-20,,,,,,,,,
26,2011,12,2011-12-05,25-215,JAX,,SDG,L 14-38,3,3,24,8.00,0,0,0,,0
27,2011,13,2011-12-11,25-221,JAX,,TAM,W 41-14,,,,,,,,,
28,2011,14,2011-12-15,25-225,JAX,@,ATL,L 14-41,,,,,,,,,
29,2011,15,2011-12-24,25-234,JAX,@,TEN,L 17-23,2,1,22,22.00,0,0,0,,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
30,2012,1,2012-09-09,26-128,JAX,@,MIN,L 23-26,,,,,,,,,
31,2012,2,2012-09-16,26-135,JAX,,HOU,L 7-27,2,1,4,4.00,0,0,0,,0
32,2012,3,2012-09-23,26-142,JAX,@,IND,W 22-17,0,,,,,,,,
33,2012,4,2012-09-30,26-149,JAX,,CIN,L 10-27,,,,,,,,,
34,2012,5,2012-10-07,26-156,JAX,,CHI,L 3-41,1,0,0,,0,0,0,,0
35,2012,6,2012-10-21,26-170,JAX,@,OAK,L 23-26,1,0,0,,0,0,0,,0
36,2012,7,2012-10-28,26-177,JAX,@,GNB,L 15-24,,,,,,,,,
37,2012,8,2012-11-04,26-184,JAX,,DET,L 14-31,,,,,,,,,
38,2012,9,2012-11-08,26-188,JAX,,IND,L 10-27,,,,,,,,,
39,2012,10,2012-11-18,26-198,JAX,@,HOU,L 37-43,1,0,0,,0,0,0,,0
40,2012,11,2012-11-25,26-205,JAX,,TEN,W 24-19,0,,,,,,,,
41,2012,12,2012-12-02,26-212,JAX,@,BUF,L 18-34,,,,,,,,,
42,2012,13,2012-12-09,26-219,JAX,,NYJ,L 10-17,2,1,2,2.00,0,0,0,,0
43,2012,14,2012-12-16,26-226,JAX,@,MIA,L 3-24,,,,,,,,,
44,2012,15,2012-12-23,26-233,JAX,,NWE,L 16-23,0,0,0,,0,1,11,11.00,0
45,2012,16,2012-12-30,26-240,JAX,@,TEN,L 20-38,,,,,,,,,
,,,45 Games,,,,,13-32-0,22,11,83,7.55,0,3,26,8.67,0
