
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2011,1,2011-09-12,23-077,DEN,,OAK,L 20-23,3,0,0,,0,0,0,0.0,0,0
2,2011,2,2011-09-18,23-083,DEN,,CIN,W 24-22,1,1,5,5.00,0,0,0,0.0,0,0
3,2011,7,2011-10-30,23-125,DEN,,DET,L 10-45,1,0,0,,0,0,0,0.0,0,0
4,2011,8,2011-11-06,23-132,DEN,@,OAK,W 38-24,2,0,0,,0,0,0,0.0,0,0
5,2011,9,2011-11-13,23-139,DEN,@,KAN,W 17-10,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
6,2012,1,2012-09-09,24-074,DEN,,PIT,W 31-19,,,,,,,,,,
7,2012,2,2012-09-17,24-082,DEN,@,ATL,L 21-27,,,,,,,,,,
8,2012,3,2012-09-23,24-088,DEN,,HOU,L 25-31,,,,,,,,,,
9,2012,4,2012-09-30,24-095,DEN,,OAK,W 37-6,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
10,2013,1,2013-09-05,25-070,DEN,,BAL,W 49-27,7,5,110,22.00,2,2,12,0.0,0,0
11,2013,2,2013-09-15,25-080,DEN,@,NYG,W 41-23,9,6,47,7.83,1,1,6,0.0,0,0
12,2013,3,2013-09-23,25-088,DEN,,OAK,W 37-21,4,3,37,12.33,1,1,6,0.0,0,0
13,2013,4,2013-09-29,25-094,DEN,,PHI,W 52-20,4,4,43,10.75,0,0,0,0.0,0,0
14,2013,5,2013-10-06,25-101,DEN,@,DAL,W 51-48,12,9,122,13.56,2,2,12,0.0,0,0
15,2013,6,2013-10-13,25-108,DEN,,JAX,W 35-19,7,4,22,5.50,1,1,6,0.0,0,0
16,2013,7,2013-10-20,25-115,DEN,@,IND,L 33-39,6,5,41,8.20,1,1,6,0.0,0,0
17,2013,8,2013-10-27,25-122,DEN,,WAS,W 45-21,3,3,29,9.67,0,0,0,0.0,0,0
18,2013,9,2013-11-10,25-136,DEN,@,SDG,W 28-20,5,3,96,32.00,1,1,6,0.0,0,0
19,2013,10,2013-11-17,25-143,DEN,,KAN,W 27-17,5,3,43,14.33,1,1,6,0.0,0,0
20,2013,13,2013-12-08,25-164,DEN,,TEN,W 51-28,7,5,35,7.00,1,1,6,0.0,0,0
21,2013,14,2013-12-12,25-168,DEN,,SDG,L 20-27,8,4,49,12.25,0,0,0,0.0,0,0
22,2013,15,2013-12-22,25-178,DEN,@,HOU,W 37-13,8,6,78,13.00,1,1,6,0.0,0,0
23,2013,16,2013-12-29,25-185,DEN,@,OAK,W 34-14,5,5,36,7.20,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
24,2014,1,2014-09-07,26-072,DEN,,IND,W 31-24,8,7,104,14.86,3,3,18,0.0,0,0
25,2014,2,2014-09-14,26-079,DEN,,KAN,W 24-17,5,4,39,9.75,1,1,6,0.0,0,0
26,2014,3,2014-09-21,26-086,DEN,@,SEA,L 20-26,4,3,17,5.67,1,1,6,0.0,0,0
27,2014,4,2014-10-05,26-100,DEN,,ARI,W 41-20,7,6,66,11.00,2,2,12,0.0,0,0
28,2014,5,2014-10-12,26-107,DEN,@,NYJ,W 31-17,6,4,51,12.75,2,2,12,0.0,0,0
29,2014,6,2014-10-19,26-114,DEN,,SFO,W 42-17,6,4,27,6.75,0,0,0,0.0,0,0
30,2014,7,2014-10-23,26-118,DEN,,SDG,W 35-21,6,2,23,11.50,0,0,0,0.0,0,0
31,2014,8,2014-11-02,26-128,DEN,@,NWE,L 21-43,2,2,33,16.50,1,1,6,0.0,1,0
32,2014,9,2014-11-09,26-135,DEN,@,OAK,W 41-17,7,6,63,10.50,2,2,12,0.0,1,0
33,2014,10,2014-11-16,26-142,DEN,@,STL,L 7-22,3,2,3,1.50,0,0,0,0.0,0,0
34,2014,14,2014-12-14,26-170,DEN,@,SDG,W 22-10,2,1,30,30.00,0,0,0,0.0,0,0
35,2014,15,2014-12-22,26-178,DEN,@,CIN,L 28-37,6,2,33,16.50,0,0,0,0.0,1,0
36,2014,16,2014-12-28,26-184,DEN,,OAK,W 47-14,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
37,2015,5,2015-10-11,27-106,JAX,@,TAM,L 31-38,2,2,20,10.00,0,0,0,0.0,0,0
38,2015,6,2015-10-18,27-113,JAX,,HOU,L 20-31,13,7,78,11.14,1,1,6,0.0,0,0
39,2015,7,2015-10-25,27-120,JAX,,BUF,W 34-31,5,1,4,4.00,0,0,0,0.0,0,0
40,2015,8,2015-11-08,27-134,JAX,@,NYJ,L 23-28,8,3,14,4.67,0,0,0,0.0,0,0
41,2015,9,2015-11-15,27-141,JAX,@,BAL,W 22-20,5,2,23,11.50,0,0,0,0.0,0,0
42,2015,10,2015-11-19,27-145,JAX,,TEN,W 19-13,8,5,28,5.60,1,1,6,0.0,0,0
43,2015,11,2015-11-29,27-155,JAX,,SDG,L 25-31,10,9,116,12.89,1,1,6,0.0,0,0
,,,43 Games,,,,,29-14-0,210,138,1565,11.34,27,27,162,0.0,3,0
