
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
1,2013,1,2013-09-08,25-331,CAR,,SEA,L 7-12,,,,,,,,,,,,
2,2013,3,2013-09-22,25-345,CAR,,NYG,W 38-0,,,,,,,,,,,,
3,2013,5,2013-10-13,26-001,CAR,@,MIN,W 35-10,,,,,,,,,,,,
4,2013,10,2013-11-18,26-037,CAR,,NWE,W 24-20,,,,,,,,,,,,
5,2013,11,2013-11-24,26-043,CAR,@,MIA,W 20-16,0,0,0,,0,0,0,,0,0.0,1,0
6,2013,12,2013-12-01,26-050,CAR,,TAM,W 27-6,,,,,,,,,,,,
7,2013,13,2013-12-08,26-057,CAR,@,NOR,L 13-31,,,,,,,,,,,,
8,2013,14,2013-12-15,26-064,CAR,,NYJ,W 30-20,,,,,,,,,,,,
9,2013,16,2013-12-29,26-078,CAR,@,ATL,W 21-20,,,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
10,2014,2,2014-09-14,26-337,CAR,,DET,W 24-7,,,,,,,,,,,,
11,2014,3,2014-09-21,26-344,CAR,,PIT,L 19-37,,,,,,,,,,,,
12,2014,5,2014-10-05,26-358,CAR,,CHI,W 31-24,2,0,0,,0,0,0,,0,0.0,1,0
13,2014,6,2014-10-12,27-000,CAR,@,CIN,T 37-37,1,1,16,16.00,0,0,0,,0,0.0,0,0
14,2014,7,2014-10-19,27-007,CAR,@,GNB,L 17-38,3,2,22,11.00,0,0,0,,0,0.0,0,0
15,2014,8,2014-10-26,27-014,CAR,,SEA,L 9-13,,,,,,,,,,,,
16,2014,9,2014-10-30,27-018,CAR,,NOR,L 10-28,1,1,6,6.00,0,0,0,,0,0.0,0,0
17,2014,10,2014-11-10,27-029,CAR,@,PHI,L 21-45,1,0,0,,0,0,0,,0,0.0,0,0
18,2014,11,2014-11-16,27-035,CAR,,ATL,L 17-19,0,0,0,,0,2,27,13.50,0,0.0,0,0
19,2014,12,2014-11-30,27-049,CAR,@,MIN,L 13-31,0,0,0,,0,1,9,9.00,0,0.0,1,0
20,2014,13,2014-12-07,27-056,CAR,@,NOR,W 41-10,0,,,,,,,,,,,
21,2014,14,2014-12-14,27-063,CAR,,TAM,W 19-17,,,,,,,,,,,,
22,2014,15,2014-12-21,27-070,CAR,,CLE,W 17-13,0,,,,,,,,,,,
23,2014,16,2014-12-28,27-077,CAR,@,ATL,W 34-3,,,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
24,2015,1,2015-09-13,27-336,CAR,@,JAX,W 20-9,0,0,0,,0,0,0,,0,0.0,0,0
25,2015,2,2015-09-20,27-343,CAR,,HOU,W 24-17,0,0,0,,0,0,0,,0,0.0,0,0
26,2015,6,2015-10-25,28-013,MIA,,HOU,W 44-26,0,0,0,,0,0,0,,0,0.0,0,0
27,2015,7,2015-10-29,28-017,MIA,@,NWE,L 7-36,0,0,0,,0,0,0,,0,0.0,0,0
28,2015,8,2015-11-08,28-027,MIA,@,BUF,L 17-33,0,0,0,,0,0,0,,0,0.0,0,0
29,2015,10,2015-11-22,28-041,MIA,,DAL,L 14-24,0,0,0,,0,0,0,,0,0.0,0,0
,,,29 Games,,,,,16-12-1,8,4,44,11.00,0,3,36,12.00,0,0.0,3,0
