
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
1,2012,1,2012-09-10,21-227,CIN,@,BAL,L 13-44,,,,,,,,,,,,
2,2012,2,2012-09-16,21-233,CIN,,CLE,W 34-27,,,,,,,,,,,,
3,2012,3,2012-09-23,21-240,CIN,@,WAS,W 38-31,1,1,25,25.00,0,0,0,,0,0.0,0,0
4,2012,4,2012-09-30,21-247,CIN,@,JAX,W 27-10,1,1,10,10.00,0,0,0,,0,0.0,0,0
5,2012,5,2012-10-07,21-254,CIN,,MIA,L 13-17,,,,,,,,,,,,
6,2012,6,2012-10-14,21-261,CIN,@,CLE,L 24-34,2,1,12,12.00,0,0,0,,0,0.0,0,0
7,2012,7,2012-10-21,21-268,CIN,,PIT,L 17-24,,,,,,,,,,,,
8,2012,8,2012-11-04,21-282,CIN,,DEN,L 23-31,1,1,4,4.00,0,0,0,,0,0.0,0,0
9,2012,9,2012-11-11,21-289,CIN,,NYG,W 31-13,1,1,19,19.00,0,0,0,,0,0.0,0,0
10,2012,10,2012-11-18,21-296,CIN,@,KAN,W 28-6,0,,,,,,,,,,,
11,2012,11,2012-11-25,21-303,CIN,,OAK,W 34-10,2,2,14,7.00,0,0,0,,0,0.0,0,0
12,2012,12,2012-12-02,21-310,CIN,@,SDG,W 20-13,,,,,,,,,,,,
13,2012,13,2012-12-09,21-317,CIN,,DAL,L 19-20,1,1,17,17.00,0,1,10,10.00,0,0.0,0,0
14,2012,14,2012-12-13,21-321,CIN,@,PHI,W 34-13,0,0,0,,0,1,7,7.00,0,0.0,0,0
15,2012,15,2012-12-23,21-331,CIN,@,PIT,W 13-10,0,,,,,,,,,,,
16,2012,16,2012-12-30,21-338,CIN,,BAL,W 23-17,1,0,0,,0,0,0,,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
17,2013,1,2013-09-08,22-224,CIN,@,CHI,L 21-24,0,,,,,,,,,,,
18,2013,3,2013-09-22,22-238,CIN,,GNB,W 34-30,,,,,,,,,,,,
19,2013,4,2013-09-29,22-245,CIN,@,CLE,L 6-17,0,0,0,,0,0,0,,0,0.0,0,1
20,2013,5,2013-10-06,22-252,CIN,,NWE,W 13-6,0,0,0,,0,0,0,,0,0.0,1,0
21,2013,6,2013-10-13,22-259,CIN,@,BUF,W 27-24,,,,,,,,,,,,
22,2013,7,2013-10-20,22-266,CIN,@,DET,W 27-24,,,,,,,,,,,,
23,2013,8,2013-10-27,22-273,CIN,,NYJ,W 49-9,0,0,0,,0,0,0,,0,0.0,1,1
24,2013,9,2013-10-31,22-277,CIN,@,MIA,L 20-22,,,,,,,,,,,,
25,2013,10,2013-11-10,22-287,CIN,@,BAL,L 17-20,,,,,,,,,,,,
26,2013,11,2013-11-17,22-294,CIN,,CLE,W 41-20,0,,,,,,,,,,,
27,2013,12,2013-12-01,22-308,CIN,@,SDG,W 17-10,,,,,,,,,,,,
28,2013,15,2013-12-22,22-329,CIN,,MIN,W 42-14,0,0,0,,0,0,0,,0,0.0,2,0
29,2013,16,2013-12-29,22-336,CIN,,BAL,W 34-17,2,1,8,8.00,0,0,0,,0,0.0,0,0
,,,29 Games,,,,,19-10-0,12,9,109,12.11,0,2,17,8.50,0,0.0,4,2
