
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2009,15,2009-12-27,24-187,OAK,@,CLE,L 9-23,1,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,,,2,46,23.00,0,0,0,0.0,0,0
2,2009,16,2010-01-03,24-194,OAK,,BAL,L 13-21,3,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,,,1,12,12.00,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
3,2010,1,2010-09-12,25-081,OAK,@,TEN,L 13-38,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
4,2010,2,2010-09-19,25-088,OAK,,STL,W 16-14,3,2,21,10.50,0,3,9,3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
5,2010,3,2010-09-26,25-095,OAK,@,ARI,L 23-24,2,2,2,1.00,0,1,2,2.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
6,2010,4,2010-10-03,25-102,OAK,,HOU,L 24-31,1,1,13,13.00,1,2,7,3.50,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
7,2010,5,2010-10-10,25-109,OAK,,SDG,W 35-27,4,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
8,2010,6,2010-10-17,25-116,OAK,@,SFO,L 9-17,1,0,0,,0,1,2,2.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
9,2010,7,2010-10-24,25-123,OAK,@,DEN,W 59-14,3,1,19,19.00,0,7,39,5.57,1,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
10,2010,8,2010-10-31,25-130,OAK,,SEA,W 33-3,4,3,90,30.00,1,2,32,16.00,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
11,2010,9,2010-11-07,25-137,OAK,,KAN,W 23-20,3,2,8,4.00,0,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
12,2010,10,2010-11-21,25-151,OAK,@,PIT,L 3-35,2,0,0,,0,1,2,2.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,1,0
13,2010,11,2010-11-28,25-158,OAK,,MIA,L 17-33,3,1,2,2.00,0,1,-2,-2.00,0,0,0,,0,0,0,,,,1,7,7.00,0,0,0,0.0,0,0
14,2010,12,2010-12-05,25-165,OAK,@,SDG,W 28-13,3,3,42,14.00,0,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
15,2010,13,2010-12-12,25-172,OAK,@,JAX,L 31-38,4,4,48,12.00,0,2,3,1.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
16,2010,14,2010-12-19,25-179,OAK,,DEN,W 39-23,6,2,79,39.50,1,3,9,3.00,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
