
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2015,2,2015-09-20,24-118,NYG,,ATL,L 20-24,3,1,3,3.00,0
2,2015,9,2015-11-08,24-167,NYG,@,TAM,W 32-18,2,2,10,5.00,0
3,2015,10,2015-11-15,24-174,NYG,,NWE,L 26-27,2,1,16,16.00,0
4,2015,11,2015-11-29,24-188,NYG,@,WAS,L 14-20,4,1,2,2.00,0
,,,4 Games,,,,,1-3-0,11,5,31,6.20,0
