
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2012,15,2012-12-23,23-217,CLE,@,DEN,L 12-34,1,1,3,3.00,0
2,2012,16,2012-12-30,23-224,CLE,@,PIT,L 10-24,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
3,2013,14,2013-12-15,24-209,HOU,@,IND,L 3-25,,,,,
4,2013,15,2013-12-22,24-216,HOU,,DEN,L 13-37,,,,,
,,,4 Games,,,,,0-4-0,1,1,3,3.00,0
