
,,,,,,,,
Rk,Year,G#,Date,Age,Tm,,Opp,Result
1,2012,10,2012-11-18,24-214,IND,@,NWE,L 24-59
,,,,,,,,
Rk,Year,G#,Date,Age,Tm,,Opp,Result
2,2015,1,2015-09-13,27-148,SDG,,DET,W 33-28
3,2015,3,2015-09-27,27-162,SDG,@,MIN,L 14-31
,,,3 Games,,,,,1-2-0
