
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2012,1,2012-09-09,23-200,PIT,@,DEN,L 19-31,,,,,,,,,
2,2012,2,2012-09-16,23-207,PIT,,NYJ,W 27-10,0,0,0,,0,0,0,,0
3,2012,3,2012-09-23,23-214,PIT,@,OAK,L 31-34,,,,,,,,,
4,2012,4,2012-10-07,23-228,PIT,,PHI,W 16-14,1,1,8,8.00,0,0,0,,0
5,2012,5,2012-10-11,23-232,PIT,@,TEN,L 23-26,1,1,8,8.00,0,0,0,,0
6,2012,6,2012-10-21,23-242,PIT,@,CIN,W 24-17,1,1,7,7.00,0,0,0,,0
7,2012,7,2012-10-28,23-249,PIT,,WAS,W 27-12,,,,,,,,,
8,2012,8,2012-11-04,23-256,PIT,@,NYG,W 24-20,2,1,7,7.00,0,0,0,,0
9,2012,9,2012-11-12,23-264,PIT,,KAN,W 16-13,2,2,15,7.50,0,0,0,,0
10,2012,10,2012-11-18,23-270,PIT,,BAL,L 10-13,2,1,6,6.00,0,0,0,,0
11,2012,11,2012-11-25,23-277,PIT,@,CLE,L 14-20,,,,,,,,,
12,2012,12,2012-12-02,23-284,PIT,@,BAL,W 23-20,,,,,,,,,
13,2012,13,2012-12-09,23-291,PIT,,SDG,L 24-34,,,,,,,,,
14,2012,14,2012-12-16,23-298,PIT,@,DAL,L 24-27,0,0,0,,0,1,16,16.00,0
15,2012,15,2012-12-23,23-305,PIT,,CIN,L 10-13,1,0,0,,0,0,0,,0
16,2012,16,2012-12-30,23-312,PIT,,CLE,W 24-10,1,0,0,,0,0,0,,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
17,2013,1,2013-09-08,24-198,PIT,,TEN,L 9-16,,,,,,,,,
18,2013,2,2013-09-16,24-206,PIT,@,CIN,L 10-20,4,3,49,16.33,0,0,0,,0
19,2013,3,2013-09-22,24-212,PIT,,CHI,L 23-40,2,1,6,6.00,0,0,0,,0
20,2013,4,2013-09-29,24-219,PIT,@,MIN,L 27-34,,,,,,,,,
21,2013,5,2013-10-13,24-233,PIT,@,NYJ,W 19-6,,,,,,,,,
22,2013,6,2013-10-20,24-240,PIT,,BAL,W 19-16,1,1,17,17.00,0,0,0,,0
23,2013,7,2013-10-27,24-247,PIT,@,OAK,L 18-21,,,,,,,,,
24,2013,8,2013-11-03,24-254,PIT,@,NWE,L 31-55,,,,,,,,,
25,2013,9,2013-11-10,24-261,PIT,,BUF,W 23-10,,,,,,,,,
26,2013,10,2013-11-17,24-268,PIT,,DET,W 37-27,2,0,0,,0,0,0,,0
27,2013,11,2013-11-24,24-275,PIT,@,CLE,W 27-11,,,,,,,,,
28,2013,12,2013-11-28,24-279,PIT,@,BAL,L 20-22,,,,,,,,,
29,2013,13,2013-12-08,24-289,PIT,,MIA,L 28-34,,,,,,,,,
30,2013,14,2013-12-15,24-296,PIT,,CIN,W 30-20,,,,,,,,,
31,2013,15,2013-12-22,24-303,PIT,@,GNB,W 38-31,1,1,30,30.00,0,0,0,,0
32,2013,16,2013-12-29,24-310,PIT,,CLE,W 20-7,,,,,,,,,
,,,32 Games,,,,,16-16-0,21,13,153,11.77,0,1,16,16.00,0
