
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
1,2011,15,2011-12-24,25-259,BUF,,DEN,W 40-14,1,1,21,21.00,0,0.0,0,0
2,2011,16,2012-01-01,25-267,BUF,@,NWE,L 21-49,1,1,6,6.00,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
3,2013,3,2013-09-19,27-163,KAN,@,PHI,W 26-16,1,0,0,,0,0.0,0,0
4,2013,4,2013-09-29,27-173,KAN,,NYG,W 31-7,2,2,27,13.50,0,0.0,0,0
5,2013,5,2013-10-06,27-180,KAN,@,TEN,W 26-17,2,0,0,,0,0.0,0,0
6,2013,6,2013-10-13,27-187,KAN,,OAK,W 24-7,1,1,9,9.00,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
7,2014,3,2014-09-21,28-165,CIN,,TEN,W 33-7,1,1,-3,-3.00,0,0.0,0,0
8,2014,4,2014-10-05,28-179,CIN,@,NWE,L 17-43,,,,,,,,
9,2014,5,2014-10-12,28-186,CIN,,CAR,T 37-37,,,,,,,,
10,2014,6,2014-10-19,28-193,CIN,@,IND,L 0-27,,,,,,,,
11,2014,7,2014-10-26,28-200,CIN,,BAL,W 27-24,,,,,,,,
12,2014,8,2014-11-02,28-207,CIN,,JAX,W 33-23,,,,,,,,
13,2014,9,2014-11-06,28-211,CIN,,CLE,L 3-24,2,1,4,4.00,0,0.0,0,0
14,2014,10,2014-11-16,28-221,CIN,@,NOR,W 27-10,,,,,,,,
15,2014,11,2014-11-23,28-228,CIN,@,HOU,W 22-13,,,,,,,,
16,2014,12,2014-11-30,28-235,CIN,@,TAM,W 14-13,,,,,,,,
17,2014,13,2014-12-07,28-242,CIN,,PIT,L 21-42,2,2,18,9.00,0,0.0,0,0
18,2014,14,2014-12-14,28-249,CIN,@,CLE,W 30-0,1,1,2,2.00,0,0.0,0,0
19,2014,15,2014-12-22,28-257,CIN,,DEN,W 37-28,,,,,,,,
20,2014,16,2014-12-28,28-263,CIN,@,PIT,L 17-27,0,0,0,,0,0.0,2,0
,,,20 Games,,,,,13-6-1,14,10,84,8.40,0,0.0,2,0
