
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
1,2010,3,2010-09-26,22-283,MIA,,NYJ,L 23-31,,,,,,,,
2,2010,7,2010-10-31,22-318,MIA,@,CIN,W 22-14,,,,,,,,
3,2010,8,2010-11-07,22-325,MIA,@,BAL,L 10-26,,,,,,,,
4,2010,9,2010-11-14,22-332,MIA,,TEN,W 29-17,,,,,,,,
5,2010,11,2010-11-28,22-346,MIA,@,OAK,W 33-17,1,,,,,,,
6,2010,12,2010-12-05,22-353,MIA,,CLE,L 10-13,,,,,,,,
7,2010,13,2010-12-12,22-360,MIA,@,NYJ,W 10-6,,,,,,,,
8,2010,16,2011-01-02,23-016,MIA,@,NWE,L 7-38,0,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
9,2011,1,2011-09-12,23-269,MIA,,NWE,L 24-38,,,,,,,,
10,2011,2,2011-09-18,23-275,MIA,,HOU,L 13-23,1,0,0,,0,0.0,0,0
11,2011,3,2011-09-25,23-282,MIA,@,CLE,L 16-17,0,,,,,,,
12,2011,4,2011-10-02,23-289,MIA,@,SDG,L 16-26,1,1,8,8.00,0,0.0,0,0
13,2011,5,2011-10-17,23-304,MIA,@,NYJ,L 6-24,,,,,,,,
14,2011,6,2011-10-23,23-310,MIA,,DEN,L 15-18,,,,,,,,
15,2011,7,2011-10-30,23-317,MIA,@,NYG,L 17-20,,,,,,,,
16,2011,8,2011-11-06,23-324,MIA,@,KAN,W 31-3,,,,,,,,
17,2011,9,2011-11-13,23-331,MIA,,WAS,W 20-9,,,,,,,,
18,2011,10,2011-11-20,23-338,MIA,,BUF,W 35-8,0,,,,,,,
19,2011,11,2011-11-24,23-342,MIA,@,DAL,L 19-20,,,,,,,,
20,2011,12,2011-12-04,23-352,MIA,,OAK,W 34-14,,,,,,,,
21,2011,13,2011-12-11,23-359,MIA,,PHI,L 10-26,,,,,,,,
22,2011,15,2011-12-24,24-007,MIA,@,NWE,L 24-27,0,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
23,2012,1,2012-09-09,24-267,MIA,@,HOU,L 10-30,,,,,,,,
24,2012,2,2012-09-16,24-274,MIA,,OAK,W 35-13,,,,,,,,
25,2012,3,2012-09-23,24-281,MIA,,NYJ,L 20-23,,,,,,,,
26,2012,4,2012-09-30,24-288,MIA,@,ARI,L 21-24,,,,,,,,
27,2012,5,2012-10-07,24-295,MIA,@,CIN,W 17-13,,,,,,,,
28,2012,6,2012-10-14,24-302,MIA,,STL,W 17-14,,,,,,,,
29,2012,7,2012-10-28,24-316,MIA,@,NYJ,W 30-9,,,,,,,,
30,2012,8,2012-11-04,24-323,MIA,@,IND,L 20-23,,,,,,,,
31,2012,11,2012-11-25,24-344,MIA,,SEA,W 24-21,,,,,,,,
32,2012,12,2012-12-02,24-351,MIA,,NWE,L 16-23,,,,,,,,
33,2012,13,2012-12-09,24-358,MIA,@,SFO,L 13-27,,,,,,,,
34,2012,14,2012-12-16,24-365,MIA,,JAX,W 24-3,,,,,,,,
35,2012,15,2012-12-23,25-006,MIA,,BUF,W 24-10,,,,,,,,
36,2012,16,2012-12-30,25-013,MIA,@,NWE,L 0-28,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
37,2013,1,2013-09-08,25-265,OAK,@,IND,L 17-21,1,1,41,41.00,0,0.0,0,0
38,2013,2,2013-09-15,25-272,OAK,,JAX,W 19-9,1,0,0,,0,0.0,0,0
39,2013,3,2013-09-23,25-280,OAK,@,DEN,L 21-37,,,,,,,,
40,2013,4,2013-09-29,25-286,OAK,,WAS,L 14-24,2,1,8,8.00,0,0.0,0,0
41,2013,5,2013-10-06,25-293,OAK,,SDG,W 27-17,,,,,,,,
42,2013,6,2013-10-13,25-300,OAK,@,KAN,L 7-24,2,1,13,13.00,0,0.0,0,0
43,2013,7,2013-10-27,25-314,OAK,,PIT,W 21-18,1,1,9,9.00,0,0.0,0,0
44,2013,8,2013-11-03,25-321,OAK,,PHI,L 20-49,1,0,0,,0,0.0,0,0
45,2013,9,2013-11-10,25-328,OAK,@,NYG,L 20-24,,,,,,,,
46,2013,10,2013-11-17,25-335,OAK,@,HOU,W 28-23,0,,,,,,,
47,2013,11,2013-11-24,25-342,OAK,,TEN,L 19-23,1,1,5,5.00,0,0.0,0,0
48,2013,12,2013-11-28,25-346,OAK,@,DAL,L 24-31,,,,,,,,
49,2013,13,2013-12-08,25-356,OAK,@,NYJ,L 27-37,0,,,,,,,
50,2013,14,2013-12-15,25-363,OAK,,KAN,L 31-56,1,0,0,,0,0.0,1,0
51,2013,15,2013-12-22,26-005,OAK,@,SDG,L 13-26,3,1,12,12.00,0,0.0,0,0
52,2013,16,2013-12-29,26-012,OAK,,DEN,L 14-34,,,,,,,,
,,,52 Games,,,,,19-33-0,16,7,96,13.71,0,0.0,1,0
