
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2010,9,2010-11-14,24-004,CIN,@,IND,L 17-23,,,,,,,,,,
2,2010,10,2010-11-21,24-011,CIN,,BUF,L 31-49,,,,,,,,,,
3,2010,11,2010-11-25,24-015,CIN,@,NYJ,L 10-26,,,,,,,,,,
4,2010,12,2010-12-05,24-025,CIN,,NOR,L 30-34,,,,,,,,,,
5,2010,13,2010-12-12,24-032,CIN,@,PIT,L 7-23,,,,,,,,,,
6,2010,16,2011-01-02,24-053,CIN,@,BAL,L 7-13,5,3,30,10.00,0,0,0,0.0,1,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
7,2012,10,2012-11-18,26-008,ATL,,ARI,W 23-19,,,,,,,,,,
8,2012,11,2012-11-25,26-015,ATL,@,TAM,W 24-23,,,,,,,,,,
9,2012,12,2012-11-29,26-019,ATL,,NOR,W 23-13,,,,,,,,,,
10,2012,13,2012-12-09,26-029,ATL,@,CAR,L 20-30,1,1,12,12.00,0,0,0,0.0,0,0
11,2012,16,2012-12-30,26-050,ATL,,TAM,L 17-22,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
12,2013,1,2013-09-08,26-302,ATL,@,NOR,L 17-23,,,,,,,,,,
13,2013,2,2013-09-15,26-309,ATL,,STL,W 31-24,,,,,,,,,,
14,2013,3,2013-09-22,26-316,ATL,@,MIA,L 23-27,,,,,,,,,,
15,2013,4,2013-09-29,26-323,ATL,,NWE,L 23-30,,,,,,,,,,
16,2013,7,2013-10-27,26-351,ATL,@,ARI,L 13-27,2,0,0,,0,0,0,0.0,0,0
17,2013,8,2013-11-03,26-358,ATL,@,CAR,L 10-34,,,,,,,,,,
18,2013,9,2013-11-10,27-000,ATL,,SEA,L 10-33,,,,,,,,,,
19,2013,10,2013-11-17,27-007,ATL,@,TAM,L 28-41,,,,,,,,,,
20,2013,11,2013-11-21,27-011,ATL,,NOR,L 13-17,,,,,,,,,,
21,2013,12,2013-12-01,27-021,ATL,@,BUF,W 34-31,,,,,,,,,,
22,2013,16,2013-12-29,27-049,ATL,,CAR,L 20-21,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
23,2014,4,2014-09-28,27-322,TEN,@,IND,L 17-41,,,,,,,,,,
24,2014,5,2014-10-05,27-329,TEN,,CLE,L 28-29,2,2,18,9.00,0,0,0,0.0,0,0
25,2014,6,2014-10-12,27-336,TEN,,JAX,W 16-14,1,0,0,,0,0,0,0.0,0,0
26,2014,7,2014-10-19,27-343,TEN,@,WAS,L 17-19,1,0,0,,0,0,0,0.0,0,0
27,2014,8,2014-10-26,27-350,TEN,,HOU,L 16-30,,,,,,,,,,
28,2014,9,2014-11-09,27-364,TEN,@,BAL,L 7-21,3,0,0,,0,0,0,0.0,0,0
29,2014,10,2014-11-17,28-007,TEN,,PIT,L 24-27,4,3,32,10.67,1,1,6,0.0,0,0
30,2014,11,2014-11-23,28-013,TEN,@,PHI,L 24-43,,,,,,,,,,
31,2014,12,2014-11-30,28-020,TEN,@,HOU,L 21-45,,,,,,,,,,
32,2014,13,2014-12-07,28-027,TEN,,NYG,L 7-36,1,0,0,,0,0,0,0.0,0,0
33,2014,14,2014-12-14,28-034,TEN,,NYJ,L 11-16,1,0,0,,0,0,0,0.0,0,0
34,2014,15,2014-12-18,28-038,TEN,@,JAX,L 13-21,1,1,14,14.00,0,0,0,0.0,0,0
35,2014,16,2014-12-28,28-048,TEN,,IND,L 10-27,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
36,2015,2,2015-09-20,28-314,TEN,@,CLE,L 14-28,6,4,42,10.50,0,0,0,0.0,0,0
,,,36 Games,,,,,6-30-0,28,14,148,10.57,1,1,6,0.0,1,0
