
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2010,3,2010-09-27,21-356,GNB,@,CHI,L 17-20,1,0,0,,0,0,0,0.0,0,0
2,2010,4,2010-10-03,21-362,GNB,,DET,W 28-26,,,,,,,,,,
3,2010,5,2010-10-10,22-004,GNB,@,WAS,L 13-16,6,4,51,12.75,0,0,0,0.0,0,0
4,2010,6,2010-10-17,22-011,GNB,,MIA,L 20-23,2,1,23,23.00,0,0,0,0.0,0,0
5,2010,7,2010-10-24,22-018,GNB,,MIN,W 28-24,3,2,16,8.00,1,1,6,0.0,0,0
6,2010,8,2010-10-31,22-025,GNB,@,NYJ,W 9-0,2,,,,,,,,,
7,2010,10,2010-11-21,22-046,GNB,@,MIN,W 31-3,2,1,14,14.00,0,0,0,0.0,0,0
8,2010,11,2010-11-28,22-053,GNB,@,ATL,L 17-20,3,3,35,11.67,0,0,0,0.0,0,0
9,2010,12,2010-12-05,22-060,GNB,,SFO,W 34-16,2,1,4,4.00,0,0,0,0.0,0,0
10,2010,13,2010-12-12,22-067,GNB,@,DET,L 3-7,6,5,62,12.40,0,0,0,0.0,0,0
11,2010,14,2010-12-19,22-074,GNB,@,NWE,L 27-31,4,2,12,6.00,0,0,0,0.0,0,0
12,2010,15,2010-12-26,22-081,GNB,,NYG,W 45-17,1,1,16,16.00,0,0,0,0.0,0,0
13,2010,16,2011-01-02,22-088,GNB,,CHI,W 10-3,1,1,5,5.00,0,0,0,0.0,1,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
14,2011,1,2011-09-08,22-337,GNB,,NOR,W 42-34,,,,,,,,,,
15,2011,2,2011-09-18,22-347,GNB,@,CAR,W 30-23,,,,,,,,,,
16,2011,3,2011-09-25,22-354,GNB,@,CHI,W 27-17,,,,,,,,,,
17,2011,4,2011-10-02,22-361,GNB,,DEN,W 49-23,,,,,,,,,,
18,2011,7,2011-10-23,23-017,GNB,@,MIN,W 33-27,1,1,21,21.00,0,0,0,0.0,0,0
19,2011,8,2011-11-06,23-031,GNB,@,SDG,W 45-38,,,,,,,,,,
20,2011,9,2011-11-14,23-039,GNB,,MIN,W 45-7,1,1,8,8.00,0,0,0,0.0,0,0
21,2011,10,2011-11-20,23-045,GNB,,TAM,W 35-26,0,0,0,,0,0,0,0.0,0,0
22,2011,11,2011-11-24,23-049,GNB,@,DET,W 27-15,1,0,0,,0,0,0,0.0,0,0
23,2011,12,2011-12-04,23-059,GNB,@,NYG,W 38-35,1,1,7,7.00,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
24,2013,1,2013-09-08,24-337,GNB,@,SFO,L 28-34,,,,,,,,,,
25,2013,2,2013-09-15,24-344,GNB,,WAS,W 38-20,3,1,7,7.00,0,0,0,0.0,0,0
26,2013,3,2013-09-22,24-351,GNB,@,CIN,L 30-34,5,3,21,7.00,0,0,0,0.0,0,0
27,2013,4,2013-10-06,25-000,GNB,,DET,W 22-9,,,,,,,,,,
28,2013,5,2013-10-13,25-007,GNB,@,BAL,W 19-17,,,,,,,,,,
29,2013,6,2013-10-20,25-014,GNB,,CLE,W 31-13,1,0,0,,0,0,0,0.0,1,0
30,2013,7,2013-10-27,25-021,GNB,@,MIN,W 44-31,2,2,13,6.50,0,0,0,0.0,0,0
31,2013,8,2013-11-04,25-029,GNB,,CHI,L 20-27,7,5,34,6.80,0,0,0,0.0,0,0
32,2013,9,2013-11-10,25-035,GNB,,PHI,L 13-27,4,1,8,8.00,0,0,0,0.0,0,0
33,2013,10,2013-11-17,25-042,GNB,@,NYG,L 13-27,3,2,18,9.00,0,0,0,0.0,1,0
34,2013,11,2013-11-24,25-049,GNB,,MIN,T 26-26,3,2,22,11.00,0,0,0,0.0,0,0
35,2013,12,2013-11-28,25-053,GNB,@,DET,L 10-40,2,1,7,7.00,0,0,0,0.0,1,0
36,2013,13,2013-12-08,25-063,GNB,,ATL,W 22-21,7,6,66,11.00,1,1,6,0.0,0,0
37,2013,14,2013-12-15,25-070,GNB,@,DAL,W 37-36,6,6,66,11.00,1,1,6,0.0,0,0
38,2013,15,2013-12-22,25-077,GNB,,PIT,L 31-38,4,1,19,19.00,0,0,0,0.0,0,0
39,2013,16,2013-12-29,25-084,GNB,@,CHI,W 33-28,6,2,31,15.50,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
40,2014,1,2014-09-04,25-333,GNB,@,SEA,L 16-36,4,3,26,8.67,0,0,0,0.0,0,0
41,2014,2,2014-09-14,25-343,GNB,,NYJ,W 31-24,2,1,8,8.00,0,0,0,0.0,0,0
42,2014,3,2014-09-21,25-350,GNB,@,DET,L 7-19,5,4,43,10.75,1,1,6,0.0,0,0
43,2014,4,2014-09-28,25-357,GNB,@,CHI,W 38-17,0,,,,,,,,,
44,2014,5,2014-10-02,25-361,GNB,,MIN,W 42-10,2,2,19,9.50,0,0,0,0.0,0,0
45,2014,6,2014-10-12,26-006,GNB,@,MIA,W 27-24,5,2,11,5.50,1,1,6,0.0,0,0
46,2014,7,2014-10-19,26-013,GNB,,CAR,W 38-17,1,1,9,9.00,0,0,0,0.0,0,0
47,2014,8,2014-10-26,26-020,GNB,@,NOR,L 23-44,3,2,19,9.50,0,0,0,0.0,0,0
48,2014,9,2014-11-09,26-034,GNB,,CHI,W 55-14,5,2,10,5.00,1,1,6,0.0,0,0
49,2014,10,2014-11-16,26-041,GNB,,PHI,W 53-20,2,2,35,17.50,0,0,0,0.0,0,0
50,2014,11,2014-11-23,26-048,GNB,@,MIN,W 24-21,3,2,50,25.00,0,0,0,0.0,0,0
51,2014,12,2014-11-30,26-055,GNB,,NWE,W 26-21,2,2,17,8.50,0,0,0,0.0,0,0
52,2014,13,2014-12-08,26-063,GNB,,ATL,W 43-37,4,3,52,17.33,0,0,0,0.0,0,0
53,2014,14,2014-12-14,26-069,GNB,@,BUF,L 13-21,4,1,7,7.00,0,0,0,0.0,0,0
54,2014,15,2014-12-21,26-076,GNB,@,TAM,W 20-3,3,2,17,8.50,0,0,0,0.0,0,0
55,2014,16,2014-12-28,26-083,GNB,,DET,W 30-20,1,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
56,2015,1,2015-09-13,26-342,GNB,@,CHI,W 31-23,0,0,0,,0,0,0,0.0,0,0
57,2015,2,2015-09-20,26-349,GNB,,SEA,W 27-17,0,0,0,,0,0,0,0.0,0,0
58,2015,3,2015-09-28,26-357,GNB,,KAN,W 38-28,2,2,14,7.00,0,0,0,0.0,0,0
,,,58 Games,,,,,40-17-1,138,87,923,10.61,6,6,36,0.0,4,0
