
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2013,11,2013-11-24,22-314,IND,@,ARI,L 11-40,1,1,4,4.00,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
2,2015,6,2015-10-25,24-284,STL,,CLE,W 24-6,0,0,0,,0
3,2015,8,2015-11-08,24-298,STL,@,MIN,L 18-21,0,0,0,,0
,,,3 Games,,,,,1-2-0,1,1,4,4.00,0
