
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
1,2012,1,2012-09-09,25-158,NYJ,,BUF,W 48-28,,,,,,,,,,,,
2,2012,2,2012-09-16,25-165,NYJ,@,PIT,L 10-27,2,2,20,10.00,0,0,0,,0,0.0,0,0
3,2012,3,2012-09-23,25-172,NYJ,@,MIA,W 23-20,2,2,12,6.00,0,0,0,,0,0.0,0,0
4,2012,4,2012-09-30,25-179,NYJ,,SFO,L 0-34,,,,,,,,,,,,
5,2012,5,2012-10-08,25-187,NYJ,,HOU,L 17-23,1,0,0,,0,0,0,,0,0.0,0,0
6,2012,6,2012-10-14,25-193,NYJ,,IND,W 35-9,,,,,,,,,,,,
7,2012,7,2012-10-21,25-200,NYJ,@,NWE,L 26-29,1,1,11,11.00,0,0,0,,0,0.0,0,0
8,2012,8,2012-10-28,25-207,NYJ,,MIA,L 9-30,1,0,0,,0,1,14,14.00,0,0.0,0,0
9,2012,9,2012-11-11,25-221,NYJ,@,SEA,L 7-28,,,,,,,,,,,,
10,2012,10,2012-11-18,25-228,NYJ,@,STL,W 27-13,1,1,18,18.00,0,0,0,,0,0.0,0,0
11,2012,11,2012-11-22,25-232,NYJ,,NWE,L 19-49,1,1,7,7.00,0,0,0,,0,0.0,0,0
12,2012,12,2012-12-02,25-242,NYJ,,ARI,W 7-6,,,,,,,,,,,,
13,2012,13,2012-12-09,25-249,NYJ,@,JAX,W 17-10,2,2,7,3.50,0,0,0,,0,0.0,0,0
14,2012,14,2012-12-17,25-257,NYJ,@,TEN,L 10-14,2,1,4,4.00,0,0,0,,0,0.0,0,0
15,2012,15,2012-12-23,25-263,NYJ,,SDG,L 17-27,1,0,0,,0,0,0,,0,0.0,0,0
16,2012,16,2012-12-30,25-270,NYJ,@,BUF,L 9-28,2,1,4,4.00,0,0,0,,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
17,2013,1,2013-09-08,26-157,NYJ,,TAM,W 18-17,1,1,7,7.00,0,0,0,,0,0.0,0,0
18,2013,2,2013-09-12,26-161,NYJ,@,NWE,L 10-13,0,0,0,,0,0,0,,0,0.0,1,0
19,2013,3,2013-09-22,26-171,NYJ,,BUF,W 27-20,,,,,,,,,,,,
20,2013,4,2013-09-29,26-178,NYJ,@,TEN,L 13-38,,,,,,,,,,,,
21,2013,5,2013-10-07,26-186,NYJ,@,ATL,W 30-28,,,,,,,,,,,,
22,2013,6,2013-10-13,26-192,NYJ,,PIT,L 6-19,2,0,0,,0,0,0,,0,0.0,1,0
23,2013,7,2013-10-20,26-199,NYJ,,NWE,W 30-27,,,,,,,,,,,,
24,2013,8,2013-10-27,26-206,NYJ,@,CIN,L 9-49,,,,,,,,,,,,
25,2013,9,2013-11-03,26-213,NYJ,,NOR,W 26-20,,,,,,,,,,,,
26,2013,10,2013-11-17,26-227,NYJ,@,BUF,L 14-37,,0,0,,0,0,0,,0,0.0,0,1
,,,26 Games,,,,,11-15-0,19,12,90,7.50,0,1,14,14.00,0,0.0,2,1
