
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2011,1,2011-09-12,24-097,OAK,@,DEN,W 23-20,,,,,,,,,,
2,2011,2,2011-09-18,24-103,OAK,@,BUF,L 35-38,,,,,,,,,,
3,2011,3,2011-09-25,24-110,OAK,,NYJ,W 34-24,,,,,,,,,,
4,2011,4,2011-10-02,24-117,OAK,,NWE,L 19-31,1,1,2,2.00,0,0,0,0.0,0,0
5,2011,7,2011-10-23,24-138,OAK,,KAN,L 0-28,0,0,0,,0,0,0,0.0,0,0
6,2011,8,2011-11-06,24-152,OAK,,DEN,L 24-38,0,0,0,,0,0,0,0.0,0,0
7,2011,9,2011-11-10,24-156,OAK,@,SDG,W 24-17,,,,,,,,,,
8,2011,10,2011-11-20,24-166,OAK,@,MIN,W 27-21,0,0,0,,0,0,0,0.0,0,0
9,2011,11,2011-11-27,24-173,OAK,,CHI,W 25-20,,,,,,,,,,
10,2011,12,2011-12-04,24-180,OAK,@,MIA,L 14-34,0,,,,,,,,,
11,2011,13,2011-12-11,24-187,OAK,@,GNB,L 16-46,0,0,0,,0,0,0,0.0,0,0
12,2011,14,2011-12-18,24-194,OAK,,DET,L 27-28,0,0,0,,0,0,0,0.0,0,0
13,2011,15,2011-12-24,24-200,OAK,@,KAN,W 16-13,0,0,0,,0,0,0,0.0,0,0
14,2011,16,2012-01-01,24-208,OAK,,SDG,L 26-38,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
15,2012,1,2012-09-10,25-095,OAK,,SDG,L 14-22,,,,,,,,,,
16,2012,2,2012-09-16,25-101,OAK,@,MIA,L 13-35,4,0,0,,0,0,0,0.0,0,0
17,2012,3,2012-09-23,25-108,OAK,,PIT,W 34-31,1,1,1,1.00,1,1,6,0.0,0,0
18,2012,7,2012-10-28,25-143,OAK,@,KAN,W 26-16,0,0,0,,0,0,0,0.0,0,0
19,2012,8,2012-11-04,25-150,OAK,,TAM,L 32-42,2,1,8,8.00,0,0,0,0.0,0,0
20,2012,9,2012-11-11,25-157,OAK,@,BAL,L 20-55,0,0,0,,0,0,0,0.0,0,0
21,2012,10,2012-11-18,25-164,OAK,,NOR,L 17-38,,,,,,,,,,
22,2012,11,2012-11-25,25-171,OAK,@,CIN,L 10-34,0,0,0,,0,0,0,0.0,0,0
23,2012,12,2012-12-02,25-178,OAK,,CLE,L 17-20,0,,,,,,,,,
24,2012,13,2012-12-06,25-182,OAK,,DEN,L 13-26,,,,,,,,,,
25,2012,14,2012-12-16,25-192,OAK,,KAN,W 15-0,0,0,0,,0,0,0,0.0,0,0
26,2012,15,2012-12-23,25-199,OAK,@,CAR,L 6-17,,0,0,,0,0,0,0.0,0,0
27,2012,16,2012-12-30,25-206,OAK,@,SDG,L 21-24,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
28,2013,15,2013-12-22,26-198,KAN,,IND,L 7-23,,,,,,,,,,
29,2013,16,2013-12-29,26-205,KAN,@,SDG,L 24-27,1,1,3,3.00,0,0,0,0.0,1,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
30,2014,8,2014-10-26,27-141,TEN,,HOU,L 16-30,0,,,,,,,,,
31,2014,9,2014-11-09,27-155,TEN,@,BAL,L 7-21,0,,,,,,,,,
32,2014,10,2014-11-17,27-163,TEN,,PIT,L 24-27,,,,,,,,,,
33,2014,15,2014-12-21,27-197,KAN,@,PIT,L 12-20,,,,,,,,,,
34,2014,16,2014-12-28,27-204,KAN,,SDG,W 19-7,1,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
35,2015,7,2015-11-01,28-147,DEN,,GNB,W 29-10,0,0,0,,0,0,0,0.0,0,0
,,,35 Games,,,,,11-24-0,10,4,14,3.50,1,1,6,0.0,1,0
