
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2011,1,2011-09-11,22-238,PIT,@,BAL,L 7-35,,,,,,,,,,
2,2011,2,2011-09-18,22-245,PIT,,SEA,W 24-0,,,,,,,,,,
3,2011,3,2011-09-25,22-252,PIT,@,IND,W 23-20,1,1,2,2.00,0,0,0,0.0,0,0
4,2011,4,2011-10-02,22-259,PIT,@,HOU,L 10-17,,,,,,,,,,
5,2011,5,2011-10-09,22-266,PIT,,TEN,W 38-17,1,0,0,,0,0,0,0.0,0,0
6,2011,6,2011-10-16,22-273,PIT,,JAX,W 17-13,,,,,,,,,,
7,2011,7,2011-10-23,22-280,PIT,@,ARI,W 32-20,1,0,0,,0,0,0,0.0,0,0
8,2011,8,2011-10-30,22-287,PIT,,NWE,W 25-17,1,0,0,,0,0,0,0.0,0,0
9,2011,9,2011-11-06,22-294,PIT,,BAL,L 20-23,,,,,,,,,,
10,2011,10,2011-11-13,22-301,PIT,@,CIN,W 24-17,2,1,11,11.00,0,0,0,0.0,0,0
11,2011,11,2011-11-27,22-315,PIT,@,KAN,W 13-9,1,1,2,2.00,1,1,6,0.0,1,0
12,2011,12,2011-12-04,22-322,PIT,,CIN,W 35-7,1,1,14,14.00,0,0,0,0.0,0,0
13,2011,13,2011-12-08,22-326,PIT,,CLE,W 14-3,,,,,,,,,,
14,2011,14,2011-12-19,22-337,PIT,@,SFO,L 3-20,,,,,,,,,,
15,2011,15,2011-12-24,22-342,PIT,,STL,W 27-0,,,,,,,,,,
16,2011,16,2012-01-01,22-350,PIT,@,CLE,W 13-9,0,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
17,2012,6,2012-10-21,23-279,IND,,CLE,W 17-13,,,,,,,,,,
18,2012,7,2012-10-28,23-286,IND,@,TEN,W 19-13,1,1,11,11.00,0,0,0,0.0,0,0
19,2012,8,2012-11-04,23-293,IND,,MIA,W 23-20,1,0,0,,0,0,0,0.0,0,0
20,2012,9,2012-11-08,23-297,IND,@,JAX,W 27-10,,,,,,,,,,
21,2012,10,2012-11-18,23-307,IND,@,NWE,L 24-59,,,,,,,,,,
22,2012,11,2012-11-25,23-314,IND,,BUF,W 20-13,2,1,4,4.00,0,0,0,0.0,0,0
23,2012,12,2012-12-02,23-321,IND,@,DET,W 35-33,,,,,,,,,,
24,2012,13,2012-12-09,23-328,IND,,TEN,W 27-23,,,,,,,,,,
25,2012,14,2012-12-16,23-335,IND,@,HOU,L 17-29,,,,,,,,,,
26,2012,15,2012-12-23,23-342,IND,@,KAN,W 20-13,,,,,,,,,,
27,2012,16,2012-12-30,23-349,IND,,HOU,W 28-16,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
28,2013,10,2013-11-14,24-302,IND,@,TEN,W 30-27,3,1,11,11.00,0,0,0,0.0,0,0
29,2013,11,2013-11-24,24-312,IND,@,ARI,L 11-40,2,0,0,,0,0,0,0.0,0,0
30,2013,13,2013-12-08,24-326,IND,@,CIN,L 28-42,2,1,11,11.00,0,0,0,0.0,0,0
31,2013,14,2013-12-15,24-333,IND,,HOU,W 25-3,,0,0,,0,0,0,0.0,0,1
32,2013,15,2013-12-22,24-340,IND,@,KAN,W 23-7,2,1,6,6.00,0,0,0,0.0,0,0
33,2013,16,2013-12-29,24-347,IND,,JAX,W 30-10,2,1,18,18.00,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
34,2014,11,2014-11-23,25-311,IND,,JAX,W 23-3,,,,,,,,,,
,,,34 Games,,,,,26-8-0,23,10,90,9.00,1,1,6,0.0,1,1
