
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
1,2004,2,2004-09-19,23-069,CLE,@,DAL,L 12-19,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0.0,0,0
2,2004,12,2004-12-05,23-146,CLE,,NWE,L 15-42,*,20,34,58.82,277,2,2,80.1,8.15,6.68,1,11,11.00,0,0.0,0,0
3,2004,13,2004-12-12,23-153,CLE,@,BUF,L 7-37,*,8,20,40.00,62,1,2,25.4,3.10,-0.40,2,11,5.50,0,0.0,0,0
4,2004,14,2004-12-19,23-160,CLE,,SDG,L 0-21,*,11,27,40.74,108,0,1,37.3,4.00,2.33,1,4,4.00,0,0.0,0,0
5,2004,15,2004-12-26,23-167,CLE,@,MIA,L 7-10,*,9,16,56.25,161,1,2,72.1,10.06,5.69,2,-1,-0.50,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
6,2007,1,2007-09-09,26-059,TAM,@,SEA,L 6-20,,1,4,25.00,9,0,0,39.6,2.25,2.25,1,9,9.00,0,0.0,0,0
7,2007,12,2007-12-02,26-143,TAM,@,NOR,W 27-23,*,29,37,78.38,313,2,1,108.7,8.46,8.32,2,34,17.00,0,0.0,0,0
8,2007,13,2007-12-09,26-150,TAM,@,HOU,L 14-28,*,25,38,65.79,266,0,0,86.1,7.00,7.00,2,10,5.00,0,0.0,0,0
9,2007,15,2007-12-23,26-164,TAM,@,SFO,L 19-21,,18,32,56.25,185,1,1,70.4,5.78,5.00,2,17,8.50,0,0.0,0,0
10,2007,16,2007-12-30,26-171,TAM,,CAR,L 23-31,*,21,28,75.00,236,2,1,108.6,8.43,8.25,5,47,9.40,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
11,2008,6,2008-10-12,27-092,TAM,,CAR,W 27-3,,0,0,,0,0,0,,,,1,-1,-1.00,0,0.0,0,0
12,2008,15,2008-12-21,27-162,TAM,,SDG,L 24-41,,0,1,0.00,0,0,0,39.6,0.00,0.00,2,16,8.00,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
13,2009,5,2009-10-11,28-091,JAX,@,SEA,L 0-41,,1,1,100.00,2,0,0,79.2,2.00,2.00,0,0,,0,0.0,0,0
14,2009,7,2009-11-01,28-112,JAX,@,TEN,L 13-30,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0.0,0,0
15,2009,15,2009-12-27,28-168,JAX,@,NWE,L 7-35,,,,,,,,,,,,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
16,2010,2,2010-09-19,29-069,JAX,@,SDG,L 13-38,,11,19,57.89,120,0,0,76.6,6.32,6.32,1,4,4.00,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
17,2011,1,2011-09-11,30-061,JAX,,TEN,W 16-14,*,17,24,70.83,175,0,0,91.5,7.29,7.29,5,10,2.00,0,0.0,0,0
18,2011,2,2011-09-18,30-068,JAX,@,NYJ,L 3-32,*,6,19,31.58,59,0,4,1.8,3.11,-6.37,1,4,4.00,0,0.0,1,0
19,2011,8,2011-10-30,30-110,JAX,@,HOU,L 14-24,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0.0,0,0
20,2011,11,2011-11-27,30-138,JAX,,HOU,L 13-20,,7,11,63.64,62,0,0,78.6,5.64,5.64,1,9,9.00,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
21,2012,3,2012-09-23,31-073,ATL,@,SDG,W 27-3,,,,,,,,,,,,,,,,,
22,2012,14,2012-12-16,31-157,ATL,,NYG,W 34-0,,0,0,,0,0,0,,,,2,-3,-1.50,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
23,2013,1,2013-09-08,32-058,NOR,,ATL,W 23-17,,,,,,,,,,,,,,,,,
