
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,2008,16,2008-12-28,23-352,PIT,,CLE,W 31-0,,1,1,100.00,3,0,0,79.2,3.00,3.00,2,-3,-1.50,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
2,2009,11,2009-11-29,24-322,PIT,@,BAL,L 17-20,*,12,26,46.15,145,1,1,60.6,5.58,4.62,3,27,9.00,1,1,6
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
3,2010,1,2010-09-12,25-244,PIT,,ATL,W 15-9,*,18,26,69.23,236,0,1,81.6,9.08,7.35,2,4,2.00,0,0,0
4,2010,2,2010-09-19,25-251,PIT,@,TEN,W 19-11,*,4,6,66.67,18,0,0,70.1,3.00,3.00,3,28,9.33,0,0,0
,,,4 Games,,,,,3-1-0,,35,59,59.32,402,1,2,71.4,6.81,5.63,10,56,5.60,1,1,6
