
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2012,4,2012-09-30,21-313,DEN,,OAK,W 37-6,,0,0,,0,0,0,,,,1,-1,-1.00,0
2,2012,7,2012-10-28,21-341,DEN,,NOR,W 34-14,,0,0,,0,0,0,,,,1,-1,-1.00,0
3,2012,14,2012-12-16,22-024,DEN,@,BAL,W 34-17,,0,0,,0,0,0,,,,2,-4,-2.00,0
4,2012,15,2012-12-23,22-031,DEN,,CLE,W 34-12,,0,0,,0,0,0,,,,1,-1,-1.00,0
5,2012,16,2012-12-30,22-038,DEN,,KAN,W 38-3,,2,4,50.00,12,0,0,56.2,3.00,3.00,3,-6,-2.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
6,2013,4,2013-09-29,22-311,DEN,,PHI,W 52-20,,2,3,66.67,10,0,0,71.5,3.33,3.33,2,3,1.50,0
7,2013,11,2013-11-24,23-002,DEN,@,NWE,L 31-34,,,,,,,,,,,,,,
8,2013,15,2013-12-22,23-030,DEN,@,HOU,W 37-13,,,,,,,,,,,,,,
9,2013,16,2013-12-29,23-037,DEN,@,OAK,W 34-14,,9,13,69.23,85,0,0,87.0,6.54,6.54,1,-1,-1.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
10,2014,6,2014-10-19,23-331,DEN,,SFO,W 42-17,,0,1,0.00,0,0,0,39.6,0.00,0.00,3,0,0.00,0
11,2014,9,2014-11-09,23-352,DEN,@,OAK,W 41-17,,2,5,40.00,13,0,0,47.9,2.60,2.60,3,2,0.67,0
12,2014,14,2014-12-14,24-022,DEN,@,SDG,W 22-10,,0,2,0.00,0,0,0,39.6,0.00,0.00,1,-1,-1.00,0
13,2014,16,2014-12-28,24-036,DEN,,OAK,W 47-14,,2,2,100.00,39,1,0,158.3,19.50,29.50,1,-1,-1.00,0
,,,13 Games,,,,,12-1-0,,17,30,56.67,159,1,0,82.5,5.30,5.97,19,-11,-0.58,0
