
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
1,2007,1,2007-09-09,21-174,NYG,@,DAL,L 35-45,0,0,,0,0,0,0,,0,7,193,27.57,0,0,0,,0,,0,0,0.0,0,0
2,2007,2,2007-09-16,21-181,NYG,,GNB,L 13-35,0,0,,0,1,1,11,11.00,0,2,41,20.50,0,0,0,,0,,0,0,0.0,0,0
3,2007,3,2007-09-23,21-188,NYG,@,WAS,W 24-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
4,2007,4,2007-09-30,21-195,NYG,,PHI,W 16-3,0,0,,0,,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
5,2007,8,2007-10-28,21-223,NYG,@,MIA,W 13-10,0,0,,0,0,0,0,,0,1,35,35.00,0,0,0,,0,,0,0,0.0,0,0
6,2007,9,2007-11-11,21-237,NYG,,DAL,L 20-31,0,0,,0,0,0,0,,0,4,49,12.25,0,0,0,,0,,0,0,0.0,0,0
7,2007,10,2007-11-18,21-244,NYG,@,DET,W 16-10,0,0,,0,1,0,0,,0,2,97,48.50,0,0,0,,0,,0,0,0.0,0,0
8,2007,11,2007-11-25,21-251,NYG,,MIN,L 17-41,4,29,7.25,0,1,0,0,,0,8,176,22.00,0,0,0,,0,,0,0,0.0,0,0
9,2007,12,2007-12-02,21-258,NYG,@,CHI,W 21-16,1,2,2.00,0,1,0,0,,0,3,55,18.33,0,0,0,,0,,0,0,0.0,0,0
10,2007,13,2007-12-09,21-265,NYG,@,PHI,W 16-13,0,0,,0,0,0,0,,0,3,74,24.67,0,0,0,,0,,0,0,0.0,0,0
11,2007,14,2007-12-16,21-272,NYG,,WAS,L 10-22,1,8,8.00,0,1,1,1,1.00,0,4,102,25.50,0,0,0,,0,,0,0,0.0,0,0
12,2007,15,2007-12-23,21-279,NYG,@,BUF,W 38-21,17,151,8.88,1,0,0,0,,0,4,99,24.75,0,1,1,1.00,0,,1,6,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
13,2008,1,2008-09-04,22-169,NYG,,WAS,W 16-7,0,0,,0,0,0,0,,0,1,19,19.00,0,0,0,,0,,0,0,0.0,0,0
14,2008,2,2008-09-14,22-179,NYG,@,STL,W 41-13,5,52,10.40,1,1,1,18,18.00,1,4,93,23.25,0,0,0,,0,,2,12,0.0,0,0
15,2008,3,2008-09-21,22-186,NYG,,CIN,W 26-23,2,2,1.00,0,1,1,5,5.00,0,3,78,26.00,0,0,0,,0,,0,0,0.0,0,0
16,2008,4,2008-10-05,22-200,NYG,,SEA,W 44-6,11,65,5.91,0,0,0,0,,0,2,24,12.00,0,0,0,,0,,0,0,0.0,0,0
17,2008,5,2008-10-13,22-208,NYG,@,CLE,L 14-35,0,0,,0,0,0,0,,0,3,66,22.00,0,0,0,,0,,0,0,0.0,0,0
18,2008,6,2008-10-19,22-214,NYG,,SFO,W 29-17,8,28,3.50,0,1,1,5,5.00,0,5,109,21.80,0,0,0,,0,,0,0,0.0,0,0
19,2008,7,2008-10-26,22-221,NYG,@,PIT,W 21-14,0,0,,0,0,0,0,,0,3,76,25.33,0,0,0,,0,,0,0,0.0,0,0
20,2008,8,2008-11-02,22-228,NYG,,DAL,W 35-14,5,20,4.00,0,0,0,0,,0,3,54,18.00,0,0,0,,0,,0,0,0.0,0,0
21,2008,9,2008-11-09,22-235,NYG,@,PHI,W 36-31,5,38,7.60,0,0,0,0,,0,3,58,19.33,0,0,0,,0,,0,0,0.0,0,0
22,2008,10,2008-11-16,22-242,NYG,,BAL,W 30-10,9,96,10.67,0,0,0,0,,0,3,53,17.67,0,0,0,,0,,0,0,0.0,0,0
23,2008,11,2008-11-23,22-249,NYG,@,ARI,W 37-29,4,9,2.25,0,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
24,2008,13,2008-12-07,22-263,NYG,,PHI,L 14-20,5,9,1.80,0,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
25,2008,14,2008-12-14,22-270,NYG,@,DAL,L 8-20,3,8,2.67,0,2,1,16,16.00,0,2,48,24.00,0,0,0,,0,,0,0,0.0,0,0
26,2008,15,2008-12-21,22-277,NYG,,CAR,W 34-28,0,0,,0,0,0,0,,0,4,88,22.00,0,1,6,6.00,0,,0,0,0.0,0,0
27,2008,16,2008-12-28,22-284,NYG,@,MIN,L 19-20,10,28,2.80,0,1,1,-2,-2.00,0,3,101,33.67,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
28,2009,1,2009-09-13,23-178,NYG,,WAS,W 23-17,12,60,5.00,0,4,3,11,3.67,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2009,2,2009-09-20,23-185,NYG,@,DAL,W 33-31,9,37,4.11,0,2,2,8,4.00,0,0,0,,0,2,16,8.00,0,,0,0,0.0,0,0
30,2009,3,2009-09-27,23-192,NYG,@,TAM,W 24-0,14,104,7.43,0,0,0,0,,0,0,0,,0,4,39,9.75,0,,0,0,0.0,0,0
31,2009,4,2009-10-04,23-199,NYG,@,KAN,W 27-16,12,64,5.33,0,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
32,2009,5,2009-10-11,23-206,NYG,,OAK,W 44-7,11,110,10.00,2,1,1,55,55.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
33,2009,6,2009-10-18,23-213,NYG,@,NOR,L 27-48,10,48,4.80,1,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
34,2009,7,2009-10-25,23-220,NYG,,ARI,L 17-24,12,32,2.67,0,1,1,-5,-5.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
35,2009,8,2009-11-01,23-227,NYG,@,PHI,L 17-40,9,21,2.33,1,0,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
36,2009,9,2009-11-08,23-234,NYG,,SDG,L 20-21,14,39,2.79,0,4,3,27,9.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2009,10,2009-11-22,23-248,NYG,,ATL,W 34-31,12,34,2.83,0,1,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2009,12,2009-12-06,23-262,NYG,,DAL,W 31-24,7,47,6.71,0,1,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
39,2009,13,2009-12-13,23-269,NYG,,PHI,L 38-45,14,55,3.93,1,4,4,46,11.50,0,0,0,,0,0,0,,0,,1,6,0.0,1,0
40,2009,14,2009-12-21,23-277,NYG,@,WAS,W 45-12,9,61,6.78,2,4,3,29,9.67,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
41,2009,15,2009-12-27,23-283,NYG,,CAR,L 9-41,11,53,4.82,0,4,2,3,1.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2009,16,2010-01-03,23-290,NYG,@,MIN,L 7-44,7,13,1.86,0,3,2,33,16.50,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
43,2010,1,2010-09-12,24-177,NYG,,CAR,W 31-18,20,76,3.80,1,4,2,17,8.50,0,0,0,,0,0,0,,0,,1,6,0.0,2,0
44,2010,2,2010-09-19,24-184,NYG,@,IND,L 14-38,17,89,5.24,0,1,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
45,2010,3,2010-09-26,24-191,NYG,,TEN,L 10-29,15,88,5.87,1,5,5,30,6.00,0,0,0,,0,0,0,,0,,1,6,0.0,1,0
46,2010,4,2010-10-03,24-198,NYG,,CHI,W 17-3,23,129,5.61,1,3,2,14,7.00,0,0,0,,0,0,0,,0,,1,6,0.0,1,0
47,2010,5,2010-10-10,24-205,NYG,@,HOU,W 34-10,16,67,4.19,0,4,3,22,7.33,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
