
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2010,9,2010-11-14,23-346,CAR,@,TAM,L 16-31,3,7,2.33,1,0,0,0,,0,1,6,0.0,0,0
2,2010,10,2010-11-21,23-353,CAR,,BAL,L 13-37,,,,,,,,,,,,,,
3,2010,11,2010-11-28,23-360,CAR,@,CLE,L 23-24,0,0,,0,,0,0,,0,0,0,0.0,0,1
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
4,2011,10,2011-11-20,24-352,CAR,@,DET,L 35-49,0,0,,0,0,0,0,,0,0,0,0.0,0,0
5,2011,11,2011-11-27,24-359,CAR,@,IND,W 27-19,,,,,,,,,,,,,,
6,2011,12,2011-12-04,25-001,CAR,@,TAM,W 38-19,0,0,,0,,0,0,,0,0,0,0.0,0,2
7,2011,13,2011-12-11,25-008,CAR,,ATL,L 23-31,,,,,,,,,,,,,,
8,2011,14,2011-12-18,25-015,CAR,@,HOU,W 28-13,0,0,,0,0,0,0,,0,0,0,0.0,0,0
9,2011,15,2011-12-24,25-021,CAR,,TAM,W 48-16,7,24,3.43,0,0,0,0,,0,0,0,0.0,0,0
10,2011,16,2012-01-01,25-029,CAR,@,NOR,L 17-45,0,0,,0,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
11,2013,3,2013-09-22,26-293,ATL,@,MIA,L 23-27,,,,,0,,,,,,,,,
12,2013,4,2013-09-29,26-300,ATL,,NWE,L 23-30,,,,,,,,,,,,,,
13,2013,5,2013-10-07,26-308,ATL,,NYJ,L 28-30,,,,,,,,,,,,,,
14,2013,6,2013-10-20,26-321,ATL,,TAM,W 31-23,,,,,,,,,,,,,,
15,2013,7,2013-10-27,26-328,ATL,@,ARI,L 13-27,,,,,,,,,,,,,,
16,2013,10,2013-11-17,26-349,ATL,@,TAM,L 28-41,1,1,1.00,0,1,1,-5,-5.00,0,0,0,0.0,0,0
,,,16 Games,,,,,5-11-0,11,32,2.91,1,1,1,-5,-5.00,0,1,6,0.0,0,3
