
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2013,4,2013-10-06,24-161,CAR,@,ARI,L 6-22,0,0,,0,2,1,5,5.00,0,0,0,,0
2,2013,6,2013-10-20,24-175,CAR,,STL,W 30-15,,,,,,,,,,,,,
3,2013,7,2013-10-24,24-179,CAR,@,TAM,W 31-13,1,1,1.00,0,1,1,2,2.00,0,0,0,,0
4,2013,9,2013-11-10,24-196,CAR,@,SFO,W 10-9,,,,,,,,,,,,,
5,2013,12,2013-12-01,24-217,CAR,,TAM,W 27-6,5,6,1.20,0,0,0,0,,0,0,0,,0
6,2013,14,2013-12-15,24-231,CAR,,NYJ,W 30-20,0,0,,0,0,0,0,,0,2,17,8.50,0
7,2013,15,2013-12-22,24-238,CAR,,NOR,W 17-13,,,,,,,,,,,,,
8,2013,16,2013-12-29,24-245,CAR,@,ATL,W 21-20,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
9,2015,3,2015-09-27,26-152,PHI,@,NYJ,W 24-17,0,0,,0,0,0,0,,0,1,10,10.00,0
10,2015,4,2015-10-04,26-159,PHI,@,WAS,L 20-23,0,0,,0,0,0,0,,0,0,0,,0
11,2015,6,2015-10-19,26-174,PHI,,NYG,W 27-7,0,0,,0,0,0,0,,0,0,0,,0
12,2015,8,2015-11-08,26-194,PHI,@,DAL,W 33-27,0,0,,0,0,0,0,,0,0,0,,0
,,,12 Games,,,,,10-2-0,6,7,1.17,0,3,2,7,3.50,0,3,27,9.00,0
