
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
1,2010,3,2010-09-26,23-285,DEN,,IND,L 13-27,,,,,,,,,,,,,,,,,,,
2,2010,4,2010-10-03,23-292,DEN,@,TEN,W 26-20,,,,,,,,,,,,,,,,,,,
3,2010,5,2010-10-10,23-299,DEN,@,BAL,L 17-31,2,-1,-0.50,0,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
4,2010,8,2010-11-07,23-327,IND,@,PHI,L 24-26,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
5,2012,1,2012-09-05,25-265,NYG,,DAL,L 17-24,0,0,,0,0,0,0,,0,2,29,14.50,0,,0,0,0.0,0,0
6,2012,2,2012-09-16,25-276,NYG,,TAM,W 41-34,13,71,5.46,1,2,2,19,9.50,0,0,0,,0,1,1,8,0.0,0,0
7,2012,3,2012-09-20,25-280,NYG,@,CAR,W 36-7,20,113,5.65,2,5,3,17,5.67,0,0,0,,0,,2,12,0.0,0,0
8,2012,4,2012-09-30,25-290,NYG,@,PHI,L 17-19,5,14,2.80,0,1,1,4,4.00,0,0,0,,0,,0,0,0.0,0,0
9,2012,5,2012-10-07,25-297,NYG,,CLE,W 41-27,0,0,,0,0,0,0,,0,1,13,13.00,0,,0,0,0.0,0,0
10,2012,7,2012-10-21,25-311,NYG,,WAS,W 27-23,5,17,3.40,1,1,1,17,17.00,0,0,0,,0,,1,6,0.0,0,0
11,2012,8,2012-10-28,25-318,NYG,@,DAL,W 29-24,3,21,7.00,1,2,0,0,,0,0,0,,0,,1,6,0.0,0,0
12,2012,9,2012-11-04,25-325,NYG,,PIT,L 20-24,7,20,2.86,1,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
13,2012,10,2012-11-11,25-332,NYG,@,CIN,L 13-31,7,65,9.29,1,6,5,29,5.80,0,0,0,,0,,1,6,0.0,0,0
14,2012,11,2012-11-25,25-346,NYG,,GNB,W 38-10,13,64,4.92,1,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
15,2013,9,2013-11-10,26-330,NYG,,OAK,W 24-20,30,115,3.83,1,3,1,4,4.00,0,0,0,,0,,1,6,0.0,0,0
16,2013,10,2013-11-17,26-337,NYG,,GNB,W 27-13,18,66,3.67,0,5,3,27,9.00,0,0,0,,0,,0,0,0.0,0,0
17,2013,11,2013-11-24,26-344,NYG,,DAL,L 21-24,21,127,6.05,0,4,4,11,2.75,0,0,0,,0,1,0,2,0.0,0,0
18,2013,12,2013-12-01,26-351,NYG,@,WAS,W 24-17,14,35,2.50,2,5,3,23,7.67,0,0,0,,0,,2,12,0.0,0,0
19,2013,13,2013-12-08,26-358,NYG,@,SDG,L 14-37,16,81,5.06,0,4,3,15,5.00,0,0,0,,0,,0,0,0.0,1,0
20,2013,14,2013-12-15,27-000,NYG,,SEA,L 0-23,11,17,1.55,0,5,4,9,2.25,0,0,0,,0,,0,0,0.0,0,0
21,2013,15,2013-12-22,27-007,NYG,@,DET,W 23-20,16,40,2.50,0,3,2,14,7.00,0,0,0,,0,,0,0,0.0,0,0
22,2013,16,2013-12-29,27-014,NYG,,WAS,W 20-6,13,11,0.85,0,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
,,,22 Games,,,,,12-10-0,214,876,4.09,11,46,32,189,5.91,0,3,42,14.00,0,2,11,70,0.0,1,0
