
,,,,,,,,
Rk,Year,G#,Date,Age,Tm,,Opp,Result
1,2014,2,2014-09-14,25-138,CLE,,NOR,W 26-24
2,2014,3,2014-09-21,25-145,CLE,,BAL,L 21-23
3,2014,5,2014-10-12,25-166,CLE,,PIT,W 31-10
4,2014,11,2014-11-23,25-208,CLE,@,ATL,W 26-24
5,2014,12,2014-11-30,25-215,CLE,@,BUF,L 10-26
,,,,,,,,
Rk,Year,G#,Date,Age,Tm,,Opp,Result
6,2015,10,2015-11-15,26-200,CLE,@,PIT,L 9-30
,,,6 Games,,,,,3-3-0
