
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2010,2,2010-09-19,23-175,MIN,,MIA,L 10-14,4,10,2.50,0,1,1,5,5.00,0,0,0,,0,0,0,0.0,0,0
2,2010,3,2010-09-26,23-182,MIN,,DET,W 24-10,3,12,4.00,0,1,0,0,,0,0,0,,0,0,0,0.0,1,0
3,2010,4,2010-10-11,23-197,MIN,@,NYJ,L 20-29,2,7,3.50,0,1,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2010,5,2010-10-17,23-203,MIN,,DAL,W 24-21,1,4,4.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2010,6,2010-10-24,23-210,MIN,@,GNB,L 24-28,5,24,4.80,0,2,1,6,6.00,0,0,0,,0,0,0,0.0,0,0
6,2010,7,2010-10-31,23-217,MIN,@,NWE,L 18-28,2,0,0.00,0,5,5,67,13.40,0,0,0,,0,0,0,0.0,0,0
7,2010,8,2010-11-07,23-224,MIN,,ARI,W 27-24,2,6,3.00,0,1,1,3,3.00,0,0,0,,0,0,0,0.0,0,0
8,2010,9,2010-11-14,23-231,MIN,@,CHI,L 13-27,4,20,5.00,0,2,2,17,8.50,0,0,0,,0,0,0,0.0,0,0
9,2010,10,2010-11-21,23-238,MIN,,GNB,L 3-31,1,3,3.00,0,5,3,41,13.67,0,0,0,,0,0,0,0.0,0,0
10,2010,11,2010-11-28,23-245,MIN,@,WAS,W 17-13,22,76,3.45,1,2,2,5,2.50,0,0,0,,0,1,6,0.0,0,0
11,2010,12,2010-12-05,23-252,MIN,,BUF,W 38-14,12,54,4.50,0,2,1,-2,-2.00,0,0,0,,0,0,0,0.0,0,0
12,2010,13,2010-12-13,23-260,MIN,,NYG,L 3-21,3,11,3.67,0,2,1,1,1.00,0,0,0,,0,0,0,0.0,0,0
13,2010,14,2010-12-20,23-267,MIN,,CHI,L 14-40,16,77,4.81,0,4,3,18,6.00,0,0,0,,0,0,0,0.0,0,0
14,2010,15,2010-12-28,23-275,MIN,@,PHI,W 24-14,1,6,6.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2010,16,2011-01-02,23-280,MIN,@,DET,L 13-20,3,12,4.00,0,1,1,6,6.00,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
16,2011,1,2011-09-11,24-167,MIN,@,SDG,L 17-24,2,16,8.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2011,2,2011-09-18,24-174,MIN,,TAM,L 20-24,2,36,18.00,0,1,1,42,42.00,0,0,0,,0,0,0,0.0,0,0
18,2011,3,2011-09-25,24-181,MIN,,DET,L 23-26,2,2,1.00,0,2,1,5,5.00,0,0,0,,0,0,0,0.0,0,0
19,2011,4,2011-10-02,24-188,MIN,@,KAN,L 17-22,2,4,2.00,0,1,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2011,5,2011-10-09,24-195,MIN,,ARI,W 34-10,2,9,4.50,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2011,6,2011-10-16,24-202,MIN,@,CHI,L 10-39,1,3,3.00,0,2,2,7,3.50,0,0,0,,0,0,0,0.0,0,0
22,2011,7,2011-10-23,24-209,MIN,,GNB,L 27-33,1,4,4.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2011,8,2011-10-30,24-216,MIN,@,CAR,W 24-21,5,26,5.20,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2011,9,2011-11-14,24-231,MIN,@,GNB,L 7-45,,,,,,,,,,,,,,,,,,
25,2011,10,2011-11-20,24-237,MIN,,OAK,L 21-27,7,18,2.57,0,1,1,7,7.00,0,0,0,,0,0,0,0.0,0,0
26,2011,11,2011-11-27,24-244,MIN,@,ATL,L 14-24,17,44,2.59,1,3,2,19,9.50,0,0,0,,0,1,6,0.0,0,0
27,2011,12,2011-12-04,24-251,MIN,,DEN,L 32-35,21,91,4.33,0,8,8,42,5.25,0,0,0,,0,0,0,0.0,0,0
28,2011,13,2011-12-11,24-258,MIN,@,DET,L 28-34,19,90,4.74,0,3,3,19,6.33,1,0,0,,0,1,6,0.0,1,0
29,2011,14,2011-12-18,24-265,MIN,,NOR,L 20-42,2,12,6.00,0,4,4,46,11.50,2,0,0,,0,2,12,0.0,0,0
30,2011,15,2011-12-24,24-271,MIN,@,WAS,W 33-26,11,109,9.91,0,1,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2011,16,2012-01-01,24-279,MIN,,CHI,L 13-17,15,67,4.47,0,2,1,3,3.00,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
32,2012,1,2012-09-09,25-165,MIN,,JAX,W 26-23,6,18,3.00,0,1,1,8,8.00,0,0,0,,0,0,0,0.0,0,0
33,2012,2,2012-09-16,25-172,MIN,@,IND,L 20-23,5,15,3.00,0,3,2,17,8.50,0,0,0,,0,0,0,0.0,0,0
34,2012,3,2012-09-23,25-179,MIN,,SFO,W 24-13,8,18,2.25,0,4,2,20,10.00,0,0,0,,0,0,0,0.0,0,0
35,2012,4,2012-09-30,25-186,MIN,@,DET,W 20-13,3,8,2.67,0,1,1,8,8.00,0,0,0,,0,0,0,0.0,0,0
36,2012,5,2012-10-07,25-193,MIN,,TEN,W 30-7,6,41,6.83,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2012,6,2012-10-14,25-200,MIN,@,WAS,L 26-38,1,1,1.00,0,3,2,10,5.00,0,0,0,,0,0,0,0.0,0,0
38,2012,7,2012-10-21,25-207,MIN,,ARI,W 21-14,1,1,1.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2012,8,2012-10-25,25-211,MIN,,TAM,L 17-36,1,6,6.00,0,2,2,20,10.00,0,0,0,,0,0,0,0.0,0,0
40,2012,9,2012-11-04,25-221,MIN,@,SEA,L 20-30,1,14,14.00,0,2,1,3,3.00,0,0,0,,0,0,0,0.0,0,0
41,2012,10,2012-11-11,25-228,MIN,,DET,W 34-24,0,0,,0,2,2,15,7.50,0,0,0,,0,0,0,0.0,0,0
42,2012,11,2012-11-25,25-242,MIN,@,CHI,L 10-28,,,,,,,,,,,,,,,,,,
43,2012,12,2012-12-02,25-249,MIN,@,GNB,L 14-23,1,2,2.00,0,1,1,7,7.00,0,0,0,,0,0,0,0.0,0,0
44,2012,13,2012-12-09,25-256,MIN,,CHI,W 21-14,3,17,5.67,0,1,1,-1,-1.00,0,0,0,,0,0,0,0.0,0,0
45,2012,14,2012-12-16,25-263,MIN,@,STL,W 36-22,5,-5,-1.00,0,3,2,21,10.50,0,0,0,,0,0,0,0.0,0,0
46,2012,15,2012-12-23,25-270,MIN,@,HOU,W 23-6,8,31,3.88,1,2,1,5,5.00,0,0,0,,0,1,6,0.0,0,0
47,2012,16,2012-12-30,25-277,MIN,,GNB,W 37-34,1,2,2.00,0,2,2,22,11.00,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
48,2013,1,2013-09-08,26-164,MIN,@,DET,L 24-34,,,,,,,,,,,,,,,,,,
49,2013,2,2013-09-15,26-171,MIN,@,CHI,L 30-31,1,5,5.00,0,2,1,3,3.00,0,0,0,,0,0,0,0.0,0,0
50,2013,3,2013-09-22,26-178,MIN,,CLE,L 27-31,0,0,,0,2,2,14,7.00,0,1,19,19.00,0,0,0,0.0,0,0
51,2013,4,2013-09-29,26-185,MIN,,PIT,W 34-27,0,0,,0,1,1,7,7.00,0,0,0,,0,0,0,0.0,0,0
52,2013,5,2013-10-13,26-199,MIN,,CAR,L 10-35,1,6,6.00,0,2,1,10,10.00,0,0,0,,0,0,0,0.0,0,0
53,2013,6,2013-10-21,26-207,MIN,@,NYG,L 7-23,0,0,,0,3,2,17,8.50,0,0,0,,0,0,0,0.0,0,0
54,2013,7,2013-10-27,26-213,MIN,,GNB,L 31-44,1,13,13.00,1,2,2,15,7.50,0,1,19,19.00,0,1,6,0.0,0,0
55,2013,8,2013-11-03,26-220,MIN,@,DAL,L 23-27,0,0,,0,1,1,6,6.00,0,1,20,20.00,0,0,0,0.0,0,0
56,2013,9,2013-11-07,26-224,MIN,,WAS,W 34-27,1,4,4.00,0,0,0,0,,0,2,31,15.50,0,0,0,0.0,0,0
57,2013,10,2013-11-17,26-234,MIN,@,SEA,L 20-41,7,67,9.57,0,3,1,7,7.00,0,1,0,0.00,0,0,0,0.0,0,0
58,2013,11,2013-11-24,26-241,MIN,@,GNB,T 26-26,8,91,11.38,0,1,1,5,5.00,0,1,17,17.00,0,0,0,0.0,0,0
59,2013,12,2013-12-01,26-248,MIN,,CHI,W 23-20,2,8,4.00,0,1,1,4,4.00,0,0,0,,0,0,0,0.0,0,0
60,2013,13,2013-12-08,26-255,MIN,@,BAL,L 26-29,15,89,5.93,1,1,0,0,,0,0,0,,0,1,6,0.0,0,0
61,2013,15,2013-12-22,26-269,MIN,@,CIN,L 14-42,0,0,,0,,0,0,,0,0,0,,0,0,0,0.0,1,0
