
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,2014,12,2014-11-30,23-312,PIT,,NOR,L 32-35,,,,
2,2014,13,2014-12-07,23-319,PIT,@,CIN,W 42-21,4,9,2.25,0
3,2014,14,2014-12-14,23-326,PIT,@,ATL,W 27-20,,,,
4,2014,15,2014-12-21,23-333,PIT,,KAN,W 20-12,,,,
5,2014,16,2014-12-28,23-340,PIT,,CIN,W 27-17,5,7,1.40,0
,,,5 Games,,,,,4-1-0,9,16,1.78,0
