
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
1,2014,1,2014-09-07,22-017,HOU,,WAS,W 17-6,,,,,,,,,,,,
2,2014,2,2014-09-14,22-024,HOU,@,OAK,W 30-14,,,,,,,,,,,,
3,2014,3,2014-09-21,22-031,HOU,@,NYG,L 17-30,0,0,,0,1,0,0,,0,0.0,0,0
4,2014,4,2014-09-28,22-038,HOU,,BUF,W 23-17,0,0,,0,2,1,24,24.00,0,0.0,0,0
5,2014,5,2014-10-05,22-045,HOU,@,DAL,L 17-20,,,,,,,,,,,,
6,2014,6,2014-10-09,22-049,HOU,,IND,L 28-33,,,,,,,,,,,,
7,2014,7,2014-10-20,22-060,HOU,@,PIT,L 23-30,,,,,,,,,,,,
8,2014,8,2014-10-26,22-066,HOU,@,TEN,W 30-16,0,0,,0,0,0,0,,0,0.0,0,1
9,2014,9,2014-11-02,22-073,HOU,,PHI,L 21-31,,,,,0,,,,,,,
10,2014,10,2014-11-16,22-087,HOU,@,CLE,W 23-7,,,,,,,,,,,,
11,2014,11,2014-11-23,22-094,HOU,,CIN,L 13-22,,,,,,,,,,,,
12,2014,12,2014-11-30,22-101,HOU,,TEN,W 45-21,0,0,,0,,0,0,,0,0.0,0,1
13,2014,13,2014-12-07,22-108,HOU,@,JAX,W 27-13,0,0,,0,0,0,0,,0,0.0,1,0
14,2014,14,2014-12-14,22-115,HOU,@,IND,L 10-17,,,,,,,,,,,,
15,2014,15,2014-12-21,22-122,HOU,,BAL,W 25-13,0,0,,0,1,0,0,,0,0.0,0,0
16,2014,16,2014-12-28,22-129,HOU,,JAX,W 23-17,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
17,2015,1,2015-09-13,23-023,HOU,,KAN,L 20-27,0,0,,0,,0,0,,0,0.0,0,0
18,2015,2,2015-09-20,23-030,HOU,@,CAR,L 17-24,1,4,4.00,0,0,0,0,,0,0.0,0,0
19,2015,3,2015-09-27,23-037,HOU,,TAM,W 19-9,3,24,8.00,0,1,0,0,,0,0.0,0,0
20,2015,4,2015-10-04,23-044,HOU,@,ATL,L 21-48,0,0,,0,,0,0,,0,0.0,0,0
21,2015,5,2015-10-08,23-048,HOU,,IND,L 20-27,0,0,,0,0,0,0,,0,0.0,0,0
22,2015,6,2015-10-18,23-058,HOU,@,JAX,W 31-20,0,0,,0,,0,0,,0,0.0,0,0
23,2015,7,2015-10-25,23-065,HOU,@,MIA,L 26-44,0,0,,0,0,0,0,,0,0.0,0,0
,,,23 Games,,,,,11-12-0,4,28,7.00,0,5,1,24,24.00,0,0.0,1,2
