
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2011,10,2011-11-17,23-021,NYJ,@,DEN,L 13-17,7,11,1.57,0,1,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
2,2011,13,2011-12-11,23-045,NYJ,,KAN,W 37-10,6,10,1.67,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
3,2012,1,2012-09-09,23-318,NYJ,,BUF,W 48-28,3,10,3.33,0,1,1,16,16.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
4,2012,2,2012-09-16,23-325,NYJ,@,PIT,L 10-27,9,33,3.67,0,2,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
5,2012,3,2012-09-23,23-332,NYJ,@,MIA,W 23-20,10,45,4.50,0,5,2,24,12.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
6,2012,4,2012-09-30,23-339,NYJ,,SFO,L 0-34,4,11,2.75,0,3,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
7,2012,5,2012-10-08,23-347,NYJ,,HOU,L 17-23,4,18,4.50,0,4,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
8,2012,6,2012-10-14,23-353,NYJ,,IND,W 35-9,4,14,3.50,0,2,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
9,2012,9,2012-11-11,24-015,NYJ,@,SEA,L 7-28,1,7,7.00,0,1,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
10,2012,10,2012-11-18,24-022,NYJ,@,STL,W 27-13,11,42,3.82,2,2,2,18,9.00,0,0,0,,0,0,0,,,,0,0,,0,2,12,0.0,0,0
11,2012,11,2012-11-22,24-026,NYJ,,NWE,L 19-49,12,40,3.33,1,3,2,13,6.50,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
12,2012,12,2012-12-02,24-036,NYJ,,ARI,W 7-6,12,58,4.83,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
