
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
1,2011,1,2011-09-11,26-306,CHI,,ATL,W 30-12,0,,,,,,,,,,,
2,2011,2,2011-09-18,26-313,CHI,@,NOR,L 13-30,1,1,10,10.00,0,0,0,,0,0.0,0,0
3,2011,3,2011-09-25,26-320,CHI,,GNB,L 17-27,1,0,0,,0,0,0,,0,0.0,0,0
4,2011,4,2011-10-02,26-327,CHI,,CAR,W 34-29,,,,,,,,,,,,
5,2011,5,2011-10-10,26-335,CHI,@,DET,L 13-24,1,1,0,0.00,0,0,0,,0,0.0,0,0
6,2011,6,2011-10-16,26-341,CHI,,MIN,W 39-10,1,1,6,6.00,0,0,0,,0,0.0,0,0
7,2011,7,2011-10-23,26-348,CHI,@,TAM,W 24-18,2,2,17,8.50,0,0,0,,0,0.0,0,0
8,2011,8,2011-11-07,26-363,CHI,@,PHI,W 30-24,1,1,4,4.00,0,0,0,,0,0.0,0,0
9,2011,9,2011-11-13,27-004,CHI,,DET,W 37-13,,,,,,,,,,,,
10,2011,10,2011-11-20,27-011,CHI,,SDG,W 31-20,1,1,9,9.00,0,0,0,,0,0.0,0,0
11,2011,11,2011-11-27,27-018,CHI,@,OAK,L 20-25,0,,,,,,,,,,,
12,2011,12,2011-12-04,27-025,CHI,,KAN,L 3-10,,,,,,,,,,,,
13,2011,13,2011-12-11,27-032,CHI,@,DEN,L 10-13,,,,,,,,,,,,
14,2011,14,2011-12-18,27-039,CHI,,SEA,L 14-38,0,0,0,,0,1,9,9.00,0,0.0,0,0
15,2011,15,2011-12-25,27-046,CHI,@,GNB,L 21-35,2,1,2,2.00,0,0,0,,0,0.0,0,0
16,2011,16,2012-01-01,27-053,CHI,@,MIN,W 17-13,,,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
17,2012,1,2012-09-09,27-305,HOU,,MIA,W 30-10,,0,0,,0,0,0,,0,0.0,0,0
18,2012,2,2012-09-16,27-312,HOU,@,JAX,W 27-7,,,,,,,,,,,,
19,2012,3,2012-09-23,27-319,HOU,@,DEN,W 31-25,,,,,,,,,,,,
20,2012,4,2012-09-30,27-326,HOU,,TEN,W 38-14,,,,,,,,,,,,
21,2012,5,2012-10-08,27-334,HOU,@,NYJ,W 23-17,,,,,,,,,,,,
22,2012,6,2012-10-14,27-340,HOU,,GNB,L 24-42,,,,,,,,,,,,
23,2012,7,2012-10-21,27-347,HOU,,BAL,W 43-13,,,,,,,,,,,,
24,2012,8,2012-11-04,27-361,HOU,,BUF,W 21-9,,,,,,,,,,,,
25,2012,9,2012-11-11,28-002,HOU,@,CHI,W 13-6,,,,,,,,,,,,
26,2012,10,2012-11-18,28-009,HOU,,JAX,W 43-37,,,,,,,,,,,,
27,2012,11,2012-11-22,28-013,HOU,@,DET,W 34-31,,,,,,,,,,,,
28,2012,12,2012-12-02,28-023,HOU,@,TEN,W 24-10,,,,,,,,,,,,
29,2012,13,2012-12-10,28-031,HOU,@,NWE,L 14-42,,,,,,,,,,,,
30,2012,14,2012-12-16,28-037,HOU,,IND,W 29-17,,,,,,,,,,,,
31,2012,15,2012-12-23,28-044,HOU,,MIN,L 6-23,,,,,,,,,,,,
32,2012,16,2012-12-30,28-051,HOU,@,IND,L 16-28,0,,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
33,2013,1,2013-09-08,28-303,MIA,@,CLE,W 23-10,,,,,,,,,,,,
34,2013,2,2013-09-15,28-310,MIA,@,IND,W 24-20,1,0,0,,0,0,0,,0,0.0,0,0
35,2013,3,2013-09-22,28-317,MIA,,ATL,W 27-23,,,,,,,,,,,,
36,2013,4,2013-09-30,28-325,MIA,@,NOR,L 17-38,,,,,,,,,,,,
37,2013,13,2013-12-09,29-030,DAL,@,CHI,L 28-45,0,0,0,,0,1,12,12.00,0,0.0,0,0
38,2013,14,2013-12-15,29-036,DAL,,GNB,L 36-37,,,,,,,,,,,,
39,2013,15,2013-12-22,29-043,DAL,@,WAS,W 24-23,1,1,4,4.00,0,0,0,,0,0.0,1,1
40,2013,16,2013-12-29,29-050,DAL,,PHI,L 22-24,,,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
41,2014,1,2014-09-07,29-302,DAL,,SFO,L 17-28,,,,,,,,,,,,
42,2014,2,2014-09-14,29-309,DAL,@,TEN,W 26-10,,,,,,,,,,,,
43,2014,3,2014-09-21,29-316,DAL,@,STL,W 34-31,,,,,,,,,,,,
44,2014,4,2014-09-28,29-323,DAL,,NOR,W 38-17,,,,,,,,,,,,
45,2014,5,2014-10-05,29-330,DAL,,HOU,W 20-17,,0,0,,0,0,0,,0,0.0,1,0
46,2014,6,2014-10-12,29-337,DAL,@,SEA,W 30-23,1,1,1,1.00,0,0,0,,0,0.0,0,0
47,2014,7,2014-10-19,29-344,DAL,,NYG,W 31-21,,,,,,,,,,,,
48,2014,8,2014-10-27,29-352,DAL,,WAS,L 17-20,,,,,,,,,,,,
49,2014,9,2014-11-02,29-358,DAL,,ARI,L 17-28,0,,,,,,,,,,,
50,2014,10,2014-11-09,30-000,DAL,@,JAX,W 31-17,,,,,,,,,,,,
51,2014,11,2014-11-23,30-014,DAL,@,NYG,W 31-28,,,,,,,,,,,,
52,2014,12,2014-11-27,30-018,DAL,,PHI,L 10-33,,,,,,,,,,,,
53,2014,13,2014-12-04,30-025,DAL,@,CHI,W 41-28,,,,,,,,,,,,
54,2014,14,2014-12-14,30-035,DAL,@,PHI,W 38-27,,,,,,,,,,,,
55,2014,15,2014-12-21,30-042,DAL,,IND,W 42-7,,,,,,,,,,,,
56,2014,16,2014-12-28,30-049,DAL,@,WAS,W 44-17,,,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
57,2015,1,2015-09-13,30-308,DAL,,NYG,W 27-26,,0,0,,0,0,0,,0,0.0,0,0
58,2015,2,2015-09-20,30-315,DAL,@,PHI,W 20-10,,0,0,,0,0,0,,0,0.0,0,0
59,2015,3,2015-09-27,30-322,DAL,,ATL,L 28-39,,0,0,,0,0,0,,0,0.0,0,0
60,2015,4,2015-10-04,30-329,DAL,@,NOR,L 20-26,1,1,4,4.00,0,0,0,,0,0.0,0,0
61,2015,5,2015-10-11,30-336,DAL,,NWE,L 6-30,,0,0,,0,0,0,,0,0.0,0,0
