
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD
1,2015,2,2015-09-20,,MIA,@,JAX,L 20-23,2,57,28.50,0
2,2015,7,2015-10-26,,BAL,@,ARI,L 18-26,0,0,,0
,,,2 Games,,,,,0-2-0,2,57,28.50,0
