
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
1,2014,1,2014-09-07,22-127,MIN,@,STL,W 34-6,1,1,1.00,0,0,0,0,,0,0.0,0,0
2,2014,2,2014-09-14,22-134,MIN,,NWE,L 7-30,2,7,3.50,0,3,2,5,2.50,0,0.0,0,0
3,2014,3,2014-09-21,22-141,MIN,@,NOR,L 9-20,2,-1,-0.50,0,5,2,9,4.50,0,0.0,0,0
4,2014,4,2014-09-28,22-148,MIN,,ATL,W 41-28,18,135,7.50,0,3,1,17,17.00,0,0.0,0,0
5,2014,5,2014-10-02,22-152,MIN,@,GNB,L 10-42,7,24,3.43,0,5,3,22,7.33,0,0.0,0,0
6,2014,6,2014-10-12,22-162,MIN,,DET,L 3-17,11,40,3.64,0,6,6,42,7.00,0,0.0,1,0
7,2014,7,2014-10-19,22-169,MIN,@,BUF,L 16-17,19,103,5.42,0,4,2,-2,-1.00,0,0.0,0,0
8,2014,8,2014-10-26,22-176,MIN,@,TAM,W 19-13,16,83,5.19,0,1,1,-1,-1.00,0,0.0,0,0
9,2014,9,2014-11-02,22-183,MIN,,WAS,W 29-26,14,54,3.86,0,4,3,14,4.67,0,0.0,0,0
10,2014,10,2014-11-16,22-197,MIN,@,CHI,L 13-21,8,38,4.75,0,7,4,20,5.00,0,0.0,0,0
11,2014,11,2014-11-23,22-204,MIN,,GNB,L 21-24,15,54,3.60,0,3,3,9,3.00,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Sk,Tkl,Ast
12,2015,1,2015-09-14,23-134,MIN,@,SFO,L 3-20,3,20,6.67,0,2,2,8,4.00,0,0.0,0,0
13,2015,2,2015-09-20,23-140,MIN,,DET,W 26-16,3,6,2.00,0,0,0,0,,0,0.0,0,0
14,2015,3,2015-09-27,23-147,MIN,,SDG,W 31-14,6,18,3.00,0,1,0,0,,0,0.0,0,0
15,2015,4,2015-10-04,23-154,MIN,@,DEN,L 20-23,1,6,6.00,0,0,0,0,,0,0.0,0,0
16,2015,5,2015-10-18,23-168,MIN,,KAN,W 16-10,1,2,2.00,0,0,0,0,,0,0.0,0,0
17,2015,6,2015-10-25,23-175,MIN,@,DET,W 28-19,9,36,4.00,0,1,1,1,1.00,0,0.0,0,0
18,2015,7,2015-11-01,23-182,MIN,@,CHI,W 23-20,2,18,9.00,0,0,0,0,,0,0.0,0,0
19,2015,8,2015-11-08,23-189,MIN,,STL,W 21-18,0,0,,0,2,2,11,5.50,0,0.0,0,0
20,2015,9,2015-11-15,23-196,MIN,@,OAK,W 30-14,0,0,,0,2,1,7,7.00,0,0.0,0,0
,,,20 Games,,,,,11-9-0,138,644,4.67,0,49,33,162,4.91,0,0.0,1,0
