
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2013,8,2013-10-27,22-259,DEN,,WAS,W 45-21,4,22,5.50,0,0,0,0,,0,0,0,0.0,0,0
2,2013,9,2013-11-10,22-273,DEN,@,SDG,W 28-20,,,,,,,,,,,,,,
3,2013,10,2013-11-17,22-280,DEN,,KAN,W 27-17,,,,,,,,,,,,,,
4,2013,11,2013-11-24,22-287,DEN,@,NWE,L 31-34,3,16,5.33,0,1,0,0,,0,0,0,0.0,0,0
5,2013,13,2013-12-08,22-301,DEN,,TEN,W 51-28,,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
6,2014,1,2014-09-07,23-209,DEN,,IND,W 31-24,4,27,6.75,0,0,0,0,,0,0,0,0.0,0,0
7,2014,2,2014-09-14,23-216,DEN,,KAN,W 24-17,5,31,6.20,0,0,0,0,,0,0,0,0.0,0,0
8,2014,3,2014-09-21,23-223,DEN,@,SEA,L 20-26,2,-3,-1.50,0,1,1,1,1.00,0,0,0,0.0,0,0
9,2014,5,2014-10-12,23-244,DEN,@,NYJ,W 31-17,,,,,,,,,,,,,,
10,2014,6,2014-10-19,23-251,DEN,,SFO,W 42-17,2,9,4.50,0,0,0,0,,0,0,0,0.0,0,0
11,2014,7,2014-10-23,23-255,DEN,,SDG,W 35-21,1,0,0.00,0,0,0,0,,0,0,0,0.0,0,0
12,2014,8,2014-11-02,23-265,DEN,@,NWE,L 21-43,3,18,6.00,0,4,3,33,11.00,0,0,0,0.0,0,0
13,2014,9,2014-11-09,23-272,DEN,@,OAK,W 41-17,13,90,6.92,0,7,4,73,18.25,1,1,6,0.0,0,0
14,2014,10,2014-11-16,23-279,DEN,@,STL,L 7-22,9,29,3.22,0,10,8,86,10.75,0,0,0,0.0,1,0
15,2014,11,2014-11-23,23-286,DEN,,MIA,W 39-36,27,167,6.19,1,4,4,28,7.00,0,1,6,0.0,0,0
16,2014,12,2014-11-30,23-293,DEN,@,KAN,W 29-16,32,168,5.25,0,3,2,17,8.50,1,1,6,0.0,0,0
17,2014,13,2014-12-07,23-300,DEN,,BUF,W 24-17,21,58,2.76,3,0,0,0,,0,3,18,0.0,0,0
18,2014,14,2014-12-14,23-307,DEN,@,SDG,W 22-10,29,85,2.93,0,2,2,11,5.50,0,0,0,0.0,0,0
19,2014,15,2014-12-22,23-315,DEN,@,CIN,L 28-37,18,83,4.61,1,10,8,55,6.88,0,1,6,0.0,0,0
20,2014,16,2014-12-28,23-321,DEN,,OAK,W 47-14,13,87,6.69,3,3,2,20,10.00,0,3,18,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
21,2015,1,2015-09-13,24-215,DEN,,BAL,W 19-13,12,29,2.42,0,8,4,19,4.75,0,0,0,0.0,0,0
22,2015,2,2015-09-17,24-219,DEN,@,KAN,W 31-24,12,27,2.25,0,1,1,2,2.00,0,0,0,0.0,0,0
23,2015,3,2015-09-27,24-229,DEN,@,DET,W 24-12,8,18,2.25,0,1,1,9,9.00,0,0,0,0.0,0,0
24,2015,4,2015-10-04,24-236,DEN,,MIN,W 23-20,11,43,3.91,0,1,1,27,27.00,0,0,0,0.0,0,0
25,2015,5,2015-10-11,24-243,DEN,@,OAK,W 16-10,11,22,2.00,0,2,2,18,9.00,0,0,0,0.0,0,0
26,2015,6,2015-10-18,24-250,DEN,@,CLE,W 26-23,13,41,3.15,0,4,4,25,6.25,0,0,0,0.0,0,0
,,,26 Games,,,,,21-5-0,253,1067,4.22,8,62,47,424,9.02,2,10,60,0.0,1,0
