
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,2015,1,2015-09-13,25-082,CAR,@,JAX,W 20-9,0,0,,0
2,2015,3,2015-09-27,25-096,CAR,,NOR,W 27-22,3,6,2.00,0
3,2015,4,2015-10-04,25-103,CAR,@,TAM,W 37-23,8,25,3.13,0
4,2015,6,2015-10-25,25-124,CAR,,PHI,W 27-16,1,0,0.00,0
,,,4 Games,,,,,4-0-0,12,31,2.58,0
