
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
1,2015,1,2015-09-13,22-153,SDG,,DET,W 33-28,14,51,3.64,0,3,3,16,5.33,0
2,2015,2,2015-09-20,22-160,SDG,@,CIN,L 19-24,16,88,5.50,0,1,1,10,10.00,0
3,2015,3,2015-09-27,22-167,SDG,@,MIN,L 14-31,14,51,3.64,0,1,0,0,,0
4,2015,4,2015-10-04,22-174,SDG,,CLE,W 30-27,12,38,3.17,0,2,2,8,4.00,0
5,2015,5,2015-10-12,22-182,SDG,,PIT,L 20-24,15,42,2.80,0,9,7,52,7.43,0
6,2015,6,2015-10-18,22-188,SDG,@,GNB,L 20-27,7,29,4.14,0,0,0,0,,0
7,2015,7,2015-10-25,22-195,SDG,,OAK,L 29-37,7,29,4.14,0,0,0,0,,0
,,,7 Games,,,,,2-5-0,85,328,3.86,0,16,13,86,6.62,0
