
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,2012,3,2012-09-23,22-177,DET,@,TEN,L 41-44,26,100,3.85,1,4,4,34,8.50,0,1,6
2,2012,4,2012-09-30,22-184,DET,,MIN,L 13-20,13,26,2.00,0,5,4,37,9.25,0,0,0
3,2012,5,2012-10-14,22-198,DET,@,PHI,W 26-23,15,70,4.67,0,4,3,24,8.00,0,0,0
4,2012,6,2012-10-22,22-206,DET,@,CHI,L 7-13,12,63,5.25,0,7,6,20,3.33,0,0,0
5,2012,7,2012-10-28,22-212,DET,,SEA,W 28-24,10,46,4.60,0,5,3,9,3.00,0,0,0
6,2012,8,2012-11-04,22-219,DET,@,JAX,W 31-14,16,70,4.38,3,2,0,0,,0,3,18
7,2012,9,2012-11-11,22-226,DET,@,MIN,L 24-34,13,43,3.31,0,3,1,5,5.00,0,0,0
8,2012,10,2012-11-18,22-233,DET,,GNB,L 20-24,19,84,4.42,1,1,1,-2,-2.00,0,1,6
9,2012,11,2012-11-22,22-237,DET,,HOU,L 31-34,12,32,2.67,1,2,2,27,13.50,0,1,6
10,2012,12,2012-12-02,22-247,DET,,IND,L 33-35,21,57,2.71,1,3,2,16,8.00,0,1,6
11,2012,13,2012-12-09,22-254,DET,@,GNB,L 20-27,14,49,3.50,0,0,0,0,,0,0,0
12,2012,14,2012-12-16,22-261,DET,@,ARI,L 10-38,14,55,3.93,1,3,2,4,2.00,0,1,6
13,2012,15,2012-12-22,22-267,DET,,ATL,L 18-31,15,46,3.07,1,5,3,20,6.67,0,1,6
14,2012,16,2012-12-30,22-275,DET,,CHI,L 24-26,15,57,3.80,0,5,3,20,6.67,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
15,2013,6,2013-10-13,23-197,DET,@,CLE,W 31-17,2,9,4.50,0,0,0,0,,0,0,0
16,2013,7,2013-10-20,23-204,DET,,CIN,L 24-27,,,,,,,,,,,
17,2013,10,2013-11-17,23-232,DET,@,PIT,L 27-37,,,,,,,,,,,
,,,17 Games,,,,,4-13-0,217,807,3.72,9,49,34,214,6.29,0,9,54
