
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts
1,2012,1,2012-09-09,22-150,STL,@,DET,L 23-27,2,20,10.00,0,0,0,0,,0,,0,0
2,2012,2,2012-09-16,22-157,STL,,WAS,W 31-28,15,83,5.53,0,3,2,19,9.50,0,1,0,2
3,2012,3,2012-09-23,22-164,STL,@,CHI,L 6-23,4,16,4.00,0,1,1,4,4.00,0,,0,0
4,2012,4,2012-09-30,22-171,STL,,SEA,W 19-13,6,16,2.67,0,3,2,13,6.50,0,,0,0
5,2012,5,2012-10-04,22-175,STL,,ARI,W 17-3,9,35,3.89,0,2,0,0,,0,,0,0
6,2012,6,2012-10-14,22-185,STL,@,MIA,L 14-17,11,76,6.91,0,3,2,23,11.50,0,,0,0
7,2012,7,2012-10-21,22-192,STL,,GNB,L 20-30,8,36,4.50,0,3,3,43,14.33,0,,0,0
8,2012,8,2012-10-28,22-199,STL,,NWE,L 7-45,7,53,7.57,0,4,4,-3,-0.75,0,,0,0
9,2012,9,2012-11-11,22-213,STL,@,SFO,T 24-24,7,58,8.29,0,2,1,0,0.00,0,,0,0
10,2012,10,2012-11-18,22-220,STL,,NYJ,L 13-27,6,26,4.33,0,3,1,18,18.00,0,,0,0
11,2012,11,2012-11-25,22-227,STL,@,ARI,W 31-17,7,32,4.57,0,0,0,0,,0,,0,0
12,2012,12,2012-12-02,22-234,STL,,SFO,W 16-13,3,6,2.00,0,3,3,7,2.33,0,,0,0
13,2012,13,2012-12-09,22-241,STL,@,BUF,W 15-12,3,4,1.33,0,0,0,0,,0,,0,0
14,2012,14,2012-12-16,22-248,STL,,MIN,L 22-36,3,5,1.67,0,6,3,25,8.33,0,,0,0
15,2012,15,2012-12-23,22-255,STL,@,TAM,W 28-13,5,9,1.80,0,1,0,0,,0,,0,0
16,2012,16,2012-12-30,22-262,STL,@,SEA,L 13-20,2,0,0.00,0,2,2,14,7.00,0,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts
17,2013,1,2013-09-08,23-149,STL,,ARI,W 27-24,20,63,3.15,0,6,5,33,6.60,0,,0,0
18,2013,2,2013-09-15,23-156,STL,@,ATL,L 24-31,10,35,3.50,0,6,5,45,9.00,0,,0,0
19,2013,3,2013-09-22,23-163,STL,@,DAL,L 7-31,,,,,,,,,,,,
20,2013,4,2013-09-26,23-167,STL,,SFO,L 11-35,12,16,1.33,0,2,1,8,8.00,0,,0,0
21,2013,5,2013-10-06,23-177,STL,,JAX,W 34-20,13,48,3.69,0,1,0,0,,0,,0,0
22,2013,6,2013-10-13,23-184,STL,@,HOU,W 38-13,3,5,1.67,0,1,1,18,18.00,0,,0,0
23,2013,7,2013-10-20,23-191,STL,@,CAR,L 15-30,3,9,3.00,0,1,1,9,9.00,0,,0,0
24,2013,8,2013-10-28,23-199,STL,,SEA,L 9-14,8,39,4.88,0,1,1,8,8.00,0,,0,0
,,,24 Games,,,,,10-13-1,167,690,4.13,0,54,38,284,7.47,0,1,0,2
