
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2014,11,2014-11-23,24-210,IND,,JAX,W 23-3,,,,,,,,,,,,,,,,,,
2,2014,12,2014-11-30,24-217,IND,,WAS,W 49-27,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,1,0
3,2014,13,2014-12-07,24-224,IND,@,CLE,W 25-24,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,1,0
4,2014,14,2014-12-14,24-231,IND,,HOU,W 17-10,,,,,,,,,,,,,,,,,,
5,2014,15,2014-12-21,24-238,IND,@,DAL,L 7-42,1,-3,-3.00,0,4,4,23,5.75,1,0,0,,0,1,6,0.0,0,0
6,2014,16,2014-12-28,24-245,IND,@,TEN,W 27-10,9,21,2.33,0,2,2,45,22.50,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
7,2015,4,2015-10-04,25-160,IND,,JAX,W 16-13,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2015,5,2015-10-08,25-164,IND,@,HOU,W 27-20,2,9,4.50,0,1,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2015,6,2015-10-18,25-174,IND,,NWE,L 27-34,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2015,7,2015-10-25,25-181,IND,,NOR,L 21-27,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2015,8,2015-11-02,25-189,IND,@,CAR,L 26-29,0,0,,0,0,0,0,,0,1,23,23.00,0,0,0,0.0,0,0
12,2015,9,2015-11-08,25-195,IND,,DEN,W 27-24,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,12 Games,,,,,8-4-0,12,27,2.25,0,7,6,68,11.33,1,1,23,23.00,0,1,6,0.0,2,0
