
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2015,1,2015-09-13,23-268,JAX,,CAR,L 9-20,0,0,,0,1,1,5,5.00,0,1,40,40.00,0
2,2015,2,2015-09-20,23-275,JAX,,MIA,W 23-20,1,1,1.00,0,0,0,0,,0,2,46,23.00,0
3,2015,3,2015-09-27,23-282,JAX,@,NWE,L 17-51,2,6,3.00,0,2,1,8,8.00,0,2,41,20.50,0
4,2015,4,2015-10-04,23-289,JAX,@,IND,L 13-16,0,0,,0,,0,0,,0,0,0,,0
5,2015,5,2015-10-11,23-296,JAX,@,TAM,L 31-38,2,-6,-3.00,0,0,0,0,,0,3,93,31.00,0
6,2015,6,2015-10-18,23-303,JAX,,HOU,L 20-31,1,1,1.00,0,0,0,0,,0,0,0,,0
,,,6 Games,,,,,1-5-0,6,2,0.33,0,3,2,13,6.50,0,8,220,27.50,0
