
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2013,2,2013-09-15,22-098,IND,,MIA,L 20-24,0,0,,0,0,0,0,,0,1,28,28.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
2,2014,9,2014-11-09,23-153,ARI,,STL,W 31-14,,,,,,,,,,,,,
3,2014,13,2014-12-07,23-181,ARI,,KAN,W 17-14,19,100,5.26,0,0,0,0,,0,0,0,,0
4,2014,14,2014-12-11,23-185,ARI,@,STL,W 12-6,15,75,5.00,0,5,2,11,5.50,0,0,0,,0
5,2014,15,2014-12-21,23-195,ARI,,SEA,L 6-35,2,4,2.00,0,0,0,0,,0,0,0,,0
6,2014,16,2014-12-28,23-202,ARI,@,SFO,L 17-20,17,67,3.94,0,1,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
7,2015,2,2015-09-20,24-103,ARI,@,CHI,W 48-23,1,3,3.00,0,0,0,0,,0,1,9,9.00,0
,,,7 Games,,,,,4-3-0,54,249,4.61,0,6,2,11,5.50,0,2,37,18.50,0
