
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1934,23,CHI,,,9,0,,3,3,100.0,39,1,33.3,0,0.0,0,13.0,19.7,13.0,4.3,158.3,,,,,,0,0,
1935,24,CHI,QB,,12,11,,18,44,40.9,446,6,13.6,4,9.1,0,10.1,8.8,24.8,37.2,80.1,,,,,,0,0,
1936,25,CHI,QB,,12,9,,10,42,23.8,292,3,7.1,6,14.3,0,7.0,2.0,29.2,24.3,40.3,,,,,,0,0,
1937,26,CHI,QB,,10,5,,26,72,36.1,615,9,12.5,7,9.7,0,8.5,6.7,23.7,61.5,67.8,,,,,,,,
1938,27,CHI,QB,,11,3,,46,112,41.1,848,5,4.5,9,8.0,0,7.6,4.8,18.4,77.1,49.3,,,,,,0,0,
1939,28,CHI,QB,,11,7,,44,113,38.9,914,8,7.1,9,8.0,0,8.1,5.9,20.8,83.1,58.6,,,,,,0,0,
1940*,29,CHI,qb,,7,2,,9,23,39.1,212,2,8.7,3,13.0,0,9.2,5.1,23.6,30.3,62.5,,,,,,0,0,
Career,,,,,72,37,,156,409,38.1,3366,34,8.3,38,9.3,0,8.2,5.7,21.6,46.8,57.2,,,,,,0,0,
