
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1960,23,BUF,QB,18,10,6,3-3-0,89,228,39.0,1267,10,4.4,10,4.4,70,5.6,4.5,14.2,126.7,54.1,,,,,,1,1,4
1961,24,BUF,QB,18,8,5,2-3-0,56,126,44.4,903,6,4.8,5,4.0,61,7.2,6.3,16.1,112.9,68.3,,,,,,1,2,3
1962,25,NYT,QB,12,11,8,3-5-0,128,258,49.6,1741,10,3.9,18,7.0,63,6.7,4.4,13.6,158.3,55.4,,,,,,2,2,4
1963,26,NYJ,,18,1,,,2,6,33.3,10,0,0.0,1,16.7,6,1.7,-5.8,5.0,10.0,2.8,,,,,,,,0
Career,,,,,30,19,8-11-0,275,618,44.5,3921,26,4.2,34,5.5,70,6.3,4.7,14.3,130.7,56.7,,,,,,4,5,11
2 yrs,,BUF,,,18,11,5-6-0,145,354,41.0,2170,16,4.5,15,4.2,70,6.1,5.1,15.0,120.6,59.2,,,,,,2,3,7
2 yrs,,NYJ-NYT,,,12,8,3-5-0,130,264,49.2,1751,10,3.8,19,7.2,63,6.6,4.2,13.5,145.9,53.4,,,,,,2,2,4
