
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1948,26,DET,qb,,8,1,,1,1,100.0,48,0,0.0,0,0.0,48,48.0,48.0,48.0,6.0,118.7,,,,,,0,0
Career,,,,,8,1,,1,1,100.0,48,0,0.0,0,0.0,48,48.0,48.0,48.0,6.0,118.7,,,,,,0,0
