
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1958,22,BAL,P/RS,17,12,12,1,-9,0,-9,-9.0,-0.8,0.1,,,,,,,,,-9,0,1
1959,23,BAL,RS,17,12,,2,4,0,3,2.0,0.3,0.2,,,,,,,,,4,0,0
1960,24,BAL,P,17,12,,2,25,0,23,12.5,2.1,0.2,,,,,,,,,25,0,0
Career,,,,,36,12,5,20,0,23,4.0,0.6,0.1,,,,,,,,,20,0,1
