
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1960,24,BUF,qb,17,4,1,1-0-0,7,25,28.0,75,0,0.0,3,12.0,18,3.0,-2.4,10.7,18.8,0.0,,,,,,,,1
Career,,,,,4,1,1-0-0,7,25,28.0,75,0,0.0,3,12.0,18,3.0,-2.4,10.7,18.8,0.0,,,,,,,,1
