
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1934,23,CHI,,,9,0,4,11,0,0,2.8,1.2,0.4,,5,89,17.8,1,0,0.6,9.9,100,1,0
1935,24,CHI,QB,,12,11,21,2,0,0,0.1,0.2,1.8,,7,99,14.1,1,0,0.6,8.3,101,1,0
1936,25,CHI,QB,,12,9,9,-7,2,0,-0.8,-0.6,0.8,,1,28,28.0,0,28,0.1,2.3,21,2,0
1937,26,CHI,QB,,10,5,30,-21,1,0,-0.7,-2.1,3.0,,,,,,,,,-21,1,0
1938,27,CHI,QB,,11,3,13,-16,0,0,-1.2,-1.5,1.2,,1,4,4.0,0,4,0.1,0.4,-12,0,0
1939,28,CHI,QB,,11,7,21,-31,2,0,-1.5,-2.8,1.9,,2,37,18.5,0,0,0.2,3.4,6,2,0
1940*,29,CHI,qb,,7,2,10,-7,1,0,-0.7,-1.0,1.4,,,,,,,,,-7,1,0
Career,,,,,72,37,108,-69,6,0,-0.6,-1.0,1.5,,16,257,16.1,2,28,0.2,3.6,188,8,0
