
Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,AV
1956,22,WAS,,11,10,,,1,2,50.0,17,0,0.0,0,0.0,17,8.5,8.5,17.0,1.7,79.2,,,,,,0,0,
Career,,,,,10,,,1,2,50.0,17,0,0.0,0,0.0,17,8.5,8.5,17.0,1.7,79.2,,,,,,0,0,
