
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1942,25,CHI,qb,,11,1,18,-17,1,17,-0.9,-1.5,1.6,,,,,,,,,-17,1,0
1946,29,LAD,QB,,14,8,47,50,1,0,1.1,3.6,3.4,,,,,,,,,50,1,0
1947,30,LAD,QB,,14,9,24,55,1,0,2.3,3.9,1.7,,,,,,,,,55,1,0
1948,31,BCL,P,,14,1,7,15,1,0,2.1,1.1,0.5,,,,,,,,,15,1,0
Career,,,,,58,19,96,103,4,17,1.1,1.8,1.7,,,,,,,,,103,4,0
2 yrs,,BCL,,,19,1,7,15,1,0,2.1,0.8,0.4,,,,,,,,,15,1,0
2 yrs,,LAD,,,28,17,71,105,2,0,1.5,3.8,2.5,,,,,,,,,105,2,0
1 yr,,CHI,,,11,1,18,-17,1,17,-0.9,-1.5,1.6,,,,,,,,,-17,1,0
