
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Year,Age,Tm,Pos,No.,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
1947,25,CHR,QB,,13,8,11,-9,1,0,-0.8,-0.7,0.8,,,,,,,,,-9,1,0
1948,26,2TM,,,14,3,7,7,2,0,1.0,0.5,0.5,,,,,,,,,7,2,0
,,CHR,qb,,9,3,7,7,2,0,1.0,0.8,0.8,,,,,,,,,7,2,0
1949,27,BCL,qb,,12,5,7,10,0,0,1.4,0.8,0.6,,,,,,,,,10,0,0
Career,,,,,39,16,25,8,3,0,0.3,0.2,0.6,,,,,,,,,8,3,0
2 yrs,,BCL,,,17,5,7,10,0,0,1.4,0.6,0.4,,,,,,,,,10,0,0
2 yrs,,CHR,,,22,11,18,-2,3,0,-0.1,-0.1,0.8,,,,,,,,,-2,3,0
